Number of words,36429
Number of unique words,2660
Average word frequency,13.695113
Entropy,6.890994

Word,Frequency,Proportion,Entropy Term
themes,3,0.000082,0.000774
sharing,4,0.000110,0.001001
settings,4,0.000110,0.001001
reader,3,0.000082,0.000774
manage,4,0.000110,0.001001
search,15,0.000412,0.003210
likes,11,0.000302,0.002447
jessicadoble,4,0.000110,0.001001
sign,7,0.000192,0.001644
security,24,0.000659,0.004826
special,4,0.000110,0.001001
steps,3,0.000082,0.000774
help,15,0.000412,0.003210
log,3,0.000082,0.000774
warned,27,0.000741,0.005342
allegedly,45,0.001235,0.008272
reads,6,0.000165,0.001435
friends,20,0.000549,0.004122
ready,3,0.000082,0.000774
buzzfeed,3,0.000082,0.000774
reporting,12,0.000329,0.002641
lurking,33,0.000906,0.006347
plenty,3,0.000082,0.000774
sleep,6,0.000165,0.001435
complained,3,0.000082,0.000774
warrant,4,0.000110,0.001001
statement,24,0.000659,0.004826
boys,13,0.000357,0.002833
edge,16,0.000439,0.003395
hearing,6,0.000165,0.001435
james,5,0.000137,0.001221
knives,11,0.000302,0.002447
wouldnt,12,0.000329,0.002641
hell,9,0.000247,0.002052
idiots,6,0.000165,0.001435
abandoned,11,0.000302,0.002447
manmade,5,0.000137,0.001221
middle,34,0.000933,0.006512
cool,20,0.000549,0.004122
nightmares,3,0.000082,0.000774
rumored,3,0.000082,0.000774
luring,8,0.000220,0.001850
stepped,4,0.000110,0.001001
precautions,3,0.000082,0.000774
increasing,5,0.000137,0.001221
exist,6,0.000165,0.001435
wrote,33,0.000906,0.006347
boy,44,0.001208,0.008115
identified,15,0.000412,0.003210
lying,4,0.000110,0.001001
sunday,23,0.000631,0.004652
appearing,6,0.000165,0.001435
days,34,0.000933,0.006512
single,5,0.000137,0.001221
spokesman,26,0.000714,0.005171
seem,15,0.000412,0.003210
spreading,12,0.000329,0.002641
national,24,0.000659,0.004826
washington,18,0.000494,0.003762
usa,5,0.000137,0.001221
today,24,0.000659,0.004826
alleged,25,0.000686,0.004999
considering,4,0.000110,0.001001
pop,5,0.000137,0.001221
attention,20,0.000549,0.004122
bottom,3,0.000082,0.000774
scare,61,0.001674,0.010704
difficult,3,0.000082,0.000774
imaginations,4,0.000110,0.001001
possibility,6,0.000165,0.001435
prank,35,0.000961,0.006675
obviously,11,0.000302,0.002447
leading,12,0.000329,0.002641
northern,5,0.000137,0.001221
reveal,6,0.000165,0.001435
responding,14,0.000384,0.003022
led,13,0.000357,0.002833
outside,41,0.001125,0.007641
displayed,4,0.000110,0.001001
attempt,11,0.000302,0.002447
declined,4,0.000110,0.001001
eight,9,0.000247,0.002052
initial,5,0.000137,0.001221
began,33,0.000906,0.006347
teenage,8,0.000220,0.001850
jacket,3,0.000082,0.000774
arrived,12,0.000329,0.002641
cbs,4,0.000110,0.001001
wspa,5,0.000137,0.001221
chased,50,0.001373,0.009046
playground,5,0.000137,0.001221
darkcolored,5,0.000137,0.001221
clear,14,0.000384,0.003022
vehicle,13,0.000357,0.002833
history,8,0.000220,0.001850
unusual,7,0.000192,0.001644
far,32,0.000878,0.006182
kind,23,0.000631,0.004652
circuses,3,0.000082,0.000774
crazy,8,0.000220,0.001850
unable,9,0.000247,0.002052
monitoring,5,0.000137,0.001221
knifewielding,7,0.000192,0.001644
hoax,39,0.001071,0.007322
columbus,13,0.000357,0.002833
chances,4,0.000110,0.001001
dark,20,0.000549,0.004122
short,5,0.000137,0.001221
bus,21,0.000576,0.004300
sgt,14,0.000384,0.003022
rich,4,0.000110,0.001001
weiner,3,0.000082,0.000774
occurred,16,0.000439,0.003395
throwing,5,0.000137,0.001221
rock,7,0.000192,0.001644
fled,12,0.000329,0.002641
university,37,0.001016,0.007000
district,40,0.001098,0.007482
districts,12,0.000329,0.002641
monitor,5,0.000137,0.001221
forest,14,0.000384,0.003022
elementary,20,0.000549,0.004122
targeted,10,0.000275,0.002251
caught,19,0.000522,0.003942
menacing,20,0.000549,0.004122
charges,33,0.000906,0.006347
tennis,4,0.000110,0.001001
wore,6,0.000165,0.001435
hand,12,0.000329,0.002641
caused,19,0.000522,0.003942
nationwide,17,0.000467,0.003579
frenzy,13,0.000357,0.002833
loose,6,0.000165,0.001435
roaming,5,0.000137,0.001221
carrying,17,0.000467,0.003579
whole,16,0.000439,0.003395
marketing,23,0.000631,0.004652
ploy,5,0.000137,0.001221
independent,5,0.000137,0.001221
schools,142,0.003898,0.021623
students,120,0.003294,0.018828
gave,4,0.000110,0.001001
phone,23,0.000631,0.004652
seeking,4,0.000110,0.001001
offering,7,0.000192,0.001644
opened,6,0.000165,0.001435
spooked,4,0.000110,0.001001
picture,30,0.000824,0.005849
nbc,5,0.000137,0.001221
hasnt,9,0.000247,0.002052
showed,12,0.000329,0.002641
theyd,6,0.000165,0.001435
lured,3,0.000082,0.000774
circulated,3,0.000082,0.000774
flier,12,0.000329,0.002641
nights,3,0.000082,0.000774
odd,6,0.000165,0.001435
prowling,6,0.000165,0.001435
england,7,0.000192,0.001644
emerged,9,0.000247,0.002052
college,31,0.000851,0.006016
cheer,18,0.000494,0.003762
dying,4,0.000110,0.001001
earlier,40,0.001098,0.007482
terrorized,5,0.000137,0.001221
promotional,3,0.000082,0.000774
stunt,8,0.000220,0.001850
movie,23,0.000631,0.004652
whats,7,0.000192,0.001644
director,10,0.000275,0.002251
rob,10,0.000275,0.002251
zombie,6,0.000165,0.001435
band,6,0.000165,0.001435
zombies,8,0.000220,0.001850
soon,7,0.000192,0.001644
game,12,0.000329,0.002641
gang,12,0.000329,0.002641
sadistic,5,0.000137,0.001221
feature,3,0.000082,0.000774
theaters,5,0.000137,0.001221
films,4,0.000110,0.001001
movies,8,0.000220,0.001850
respond,7,0.000192,0.001644
request,3,0.000082,0.000774
encounter,3,0.000082,0.000774
ohio,33,0.000906,0.006347
knife,21,0.000576,0.004300
victim,22,0.000604,0.004476
spokeswoman,8,0.000220,0.001850
denise,3,0.000082,0.000774
alexbouzounis,4,0.000110,0.001001
added,20,0.000549,0.004122
keeping,7,0.000192,0.001644
close,5,0.000137,0.001221
eye,16,0.000439,0.003395
reports,19,0.000522,0.003942
spooking,4,0.000110,0.001001
attack,16,0.000439,0.003395
teenager,12,0.000329,0.002641
locally,5,0.000137,0.001221
stupid,8,0.000220,0.001850
everywhere,5,0.000137,0.001221
authorities,60,0.001647,0.010556
parent,3,0.000082,0.000774
happened,28,0.000769,0.005512
complainant,3,0.000082,0.000774
lasers,3,0.000082,0.000774
blue,15,0.000412,0.003210
bike,3,0.000082,0.000774
claim,9,0.000247,0.002052
crossing,5,0.000137,0.001221
dispatch,6,0.000165,0.001435
lane,5,0.000137,0.001221
confronted,7,0.000192,0.001644
increase,14,0.000384,0.003022
canaan,4,0.000110,0.001001
pointe,3,0.000082,0.000774
snapped,3,0.000082,0.000774
view,10,0.000275,0.002251
image,27,0.000741,0.005342
evan,4,0.000110,0.001001
football,4,0.000110,0.001001
practice,3,0.000082,0.000774
canceled,14,0.000384,0.003022
normal,10,0.000275,0.002251
cops,15,0.000412,0.003210
wasnt,23,0.000631,0.004652
playing,13,0.000357,0.002833
serious,34,0.000933,0.006512
gonna,6,0.000165,0.001435
joke,18,0.000494,0.003762
unknown,10,0.000275,0.002251
ill,10,0.000275,0.002251
intent,8,0.000220,0.001850
towards,5,0.000137,0.001221
somebody,19,0.000522,0.003942
quite,13,0.000357,0.002833
wear,19,0.000522,0.003942
conceal,4,0.000110,0.001001
encouraging,3,0.000082,0.000774
cautious,4,0.000110,0.001001
until,17,0.000467,0.003579
track,9,0.000247,0.002052
impact,5,0.000137,0.001221
together,7,0.000192,0.001644
gets,12,0.000329,0.002641
hurt,16,0.000439,0.003395
ask,7,0.000192,0.001644
whoever,4,0.000110,0.001001
scaring,30,0.000824,0.005849
neighborhoods,8,0.000220,0.001850
cars,14,0.000384,0.003022
perimeter,3,0.000082,0.000774
performers,6,0.000165,0.001435
weigh,3,0.000082,0.000774
party,15,0.000412,0.003210
kelly,3,0.000082,0.000774
montfort,5,0.000137,0.001221
entertainment,9,0.000247,0.002052
birthday,6,0.000165,0.001435
parties,15,0.000412,0.003210
events,23,0.000631,0.004652
mr,10,0.000275,0.002251
happy,17,0.000467,0.003579
business,15,0.000412,0.003210
terrified,13,0.000357,0.002833
truly,5,0.000137,0.001221
hope,10,0.000275,0.002251
psychopath,3,0.000082,0.000774
sinister,20,0.000549,0.004122
rather,8,0.000220,0.001850
chance,3,0.000082,0.000774
sort,11,0.000302,0.002447
brand,4,0.000110,0.001001
wielding,12,0.000329,0.002641
freak,5,0.000137,0.001221
teachers,18,0.000494,0.003762
arrests,30,0.000824,0.005849
freaky,3,0.000082,0.000774
mere,4,0.000110,0.001001
alerted,3,0.000082,0.000774
disturbing,14,0.000384,0.003022
country,77,0.002114,0.013019
focus,4,0.000110,0.001001
terrifying,16,0.000439,0.003395
simpson,3,0.000082,0.000774
becoming,5,0.000137,0.001221
problem,16,0.000439,0.003395
urged,8,0.000220,0.001850
fear,87,0.002388,0.014418
miles,11,0.000302,0.002447
elaborate,5,0.000137,0.001221
include,3,0.000082,0.000774
arrive,4,0.000110,0.001001
needs,5,0.000137,0.001221
chief,34,0.000933,0.006512
ken,6,0.000165,0.001435
miller,16,0.000439,0.003395
illegal,24,0.000659,0.004826
creating,11,0.000302,0.002447
actor,5,0.000137,0.001221
themselves,18,0.000494,0.003762
preparing,3,0.000082,0.000774
matters,4,0.000110,0.001001
own,20,0.000549,0.004122
looked,12,0.000329,0.002641
number,25,0.000686,0.004999
cleveland,3,0.000082,0.000774
six,15,0.000412,0.003210
official,6,0.000165,0.001435
attacked,19,0.000522,0.003942
alex,4,0.000110,0.001001
arrest,14,0.000384,0.003022
widespread,7,0.000192,0.001644
panic,36,0.000988,0.006838
press,23,0.000631,0.004652
briefing,6,0.000165,0.001435
co,6,0.000165,0.001435
held,11,0.000302,0.002447
seven,7,0.000192,0.001644
connected,6,0.000165,0.001435
upcoming,9,0.000247,0.002052
terrorizing,9,0.000247,0.002052
disruption,3,0.000082,0.000774
prohibits,5,0.000137,0.001221
harassment,10,0.000275,0.002251
individuals,17,0.000467,0.003579
applies,3,0.000082,0.000774
identity,7,0.000192,0.001644
section,7,0.000192,0.001644
laws,10,0.000275,0.002251
upon,4,0.000110,0.001001
specific,5,0.000137,0.001221
circumstances,3,0.000082,0.000774
dress,31,0.000851,0.006016
outfits,9,0.000247,0.002052
werent,10,0.000275,0.002251
ave,4,0.000110,0.001001
toward,11,0.000302,0.002447
slightly,3,0.000082,0.000774
clean,4,0.000110,0.001001
starting,4,0.000110,0.001001
tshirt,4,0.000110,0.001001
costumed,6,0.000165,0.001435
side,22,0.000604,0.004476
rain,5,0.000137,0.001221
killer,47,0.001290,0.008584
addition,3,0.000082,0.000774
winstonsalem,17,0.000467,0.003579
treats,9,0.000247,0.002052
scares,6,0.000165,0.001435
adult,10,0.000275,0.002251
overalls,7,0.000192,0.001644
bushy,8,0.000220,0.001850
became,11,0.000302,0.002447
nc,5,0.000137,0.001221
second,11,0.000302,0.002447
northeast,3,0.000082,0.000774
neighboring,4,0.000110,0.001001
offered,7,0.000192,0.001644
investigations,4,0.000110,0.001001
machete,14,0.000384,0.003022
greensboro,20,0.000549,0.004122
carolinas,3,0.000082,0.000774
curly,7,0.000192,0.001644
yellow,8,0.000220,0.001850
dotted,6,0.000165,0.001435
leaving,9,0.000247,0.002052
chris,6,0.000165,0.001435
bass,4,0.000110,0.001001
balcony,3,0.000082,0.000774
grabbed,8,0.000220,0.001850
chase,7,0.000192,0.001644
forsyth,6,0.000165,0.001435
tie,3,0.000082,0.000774
talking,11,0.000302,0.002447
heightened,12,0.000329,0.002641
tensions,8,0.000220,0.001850
participating,3,0.000082,0.000774
behavior,19,0.000522,0.003942
unnecessarily,3,0.000082,0.000774
resources,13,0.000357,0.002833
cities,11,0.000302,0.002447
claiming,5,0.000137,0.001221
acting,12,0.000329,0.002641
strangely,3,0.000082,0.000774
once,16,0.000439,0.003395
fueled,10,0.000275,0.002251
fans,7,0.000192,0.001644
pennywise,26,0.000714,0.005171
kidnapped,4,0.000110,0.001001
carnival,6,0.000165,0.001435
workers,4,0.000110,0.001001
danielsen,3,0.000082,0.000774
alarming,5,0.000137,0.001221
disappeared,4,0.000110,0.001001
discouraging,5,0.000137,0.001221
driver,9,0.000247,0.002052
sept,23,0.000631,0.004652
truck,11,0.000302,0.002447
quickly,12,0.000329,0.002641
driving,25,0.000686,0.004999
hard,11,0.000302,0.002447
included,6,0.000165,0.001435
various,11,0.000302,0.002447
race,4,0.000110,0.001001
associated,13,0.000357,0.002833
headlines,11,0.000302,0.002447
lately,5,0.000137,0.001221
folks,5,0.000137,0.001221
afraid,42,0.001153,0.007800
kept,6,0.000165,0.001435
screaming,4,0.000110,0.001001
beside,3,0.000082,0.000774
window,10,0.000275,0.002251
foot,7,0.000192,0.001644
hoping,5,0.000137,0.001221
third,8,0.000220,0.001850
male,8,0.000220,0.001850
wtvd,3,0.000082,0.000774
abc,10,0.000275,0.002251
midnight,5,0.000137,0.001221
residential,4,0.000110,0.001001
although,14,0.000384,0.003022
lawful,4,0.000110,0.001001
given,11,0.000302,0.002447
entertainers,7,0.000192,0.001644
humorous,4,0.000110,0.001001
mimic,3,0.000082,0.000774
opportunity,3,0.000082,0.000774
avoid,12,0.000329,0.002641
situations,4,0.000110,0.001001
dealing,5,0.000137,0.001221
strangers,8,0.000220,0.001850
tell,14,0.000384,0.003022
stranger,5,0.000137,0.001221
sounds,4,0.000110,0.001001
fun,37,0.001016,0.007000
region,3,0.000082,0.000774
phelps,4,0.000110,0.001001
brad,6,0.000165,0.001435
capt,4,0.000110,0.001001
mike,11,0.000302,0.002447
interstate,3,0.000082,0.000774
catch,4,0.000110,0.001001
actions,8,0.000220,0.001850
copycats,13,0.000357,0.002833
unnecessary,5,0.000137,0.001221
unclear,7,0.000192,0.001644
leads,7,0.000192,0.001644
potentially,6,0.000165,0.001435
instead,4,0.000110,0.001001
location,8,0.000220,0.001850
okay,6,0.000165,0.001435
adults,16,0.000439,0.003395
conducted,5,0.000137,0.001221
record,4,0.000110,0.001001
clownlike,6,0.000165,0.001435
warn,5,0.000137,0.001221
noted,11,0.000302,0.002447
consequences,7,0.000192,0.001644
actual,12,0.000329,0.002641
entire,5,0.000137,0.001221
remains,4,0.000110,0.001001
mystery,4,0.000110,0.001001
certainly,9,0.000247,0.002052
david,7,0.000192,0.001644
professional,37,0.001016,0.007000
persona,6,0.000165,0.001435
klown,14,0.000384,0.003022
expressed,3,0.000082,0.000774
effect,4,0.000110,0.001001
worked,6,0.000165,0.001435
life,21,0.000576,0.004300
respect,5,0.000137,0.001221
responsible,7,0.000192,0.001644
psychologist,9,0.000247,0.002052
dr,7,0.000192,0.001644
j,5,0.000137,0.001221
explains,5,0.000137,0.001221
damage,8,0.000220,0.001850
frightening,17,0.000467,0.003579
performance,6,0.000165,0.001435
artist,5,0.000137,0.001221
brian,4,0.000110,0.001001
previous,8,0.000220,0.001850
contacted,6,0.000165,0.001435
receive,6,0.000165,0.001435
weird,9,0.000247,0.002052
seemed,5,0.000137,0.001221
ideas,3,0.000082,0.000774
example,8,0.000220,0.001850
beginning,10,0.000275,0.002251
threat,88,0.002416,0.014556
lagrange,10,0.000275,0.002251
ga,3,0.000082,0.000774
west,10,0.000275,0.002251
georgia,32,0.000878,0.006182
theyve,10,0.000275,0.002251
abduct,10,0.000275,0.002251
appropriate,4,0.000110,0.001001
lt,8,0.000220,0.001850
threatening,47,0.001290,0.008584
van,23,0.000631,0.004652
threats,172,0.004722,0.025287
states,62,0.001702,0.010852
determined,5,0.000137,0.001221
unfounded,6,0.000165,0.001435
beneath,8,0.000220,0.001850
epidemic,16,0.000439,0.003395
sweeping,14,0.000384,0.003022
southern,5,0.000137,0.001221
kidnap,9,0.000247,0.002052
callaway,3,0.000082,0.000774
troup,4,0.000110,0.001001
cute,3,0.000082,0.000774
pair,9,0.000247,0.002052
sheriff,12,0.000329,0.002641
woodruff,3,0.000082,0.000774
alabama,39,0.001071,0.007322
gas,4,0.000110,0.001001
teens,14,0.000384,0.003022
bizarre,8,0.000220,0.001850
mysterious,8,0.000220,0.001850
hayes,3,0.000082,0.000774
hadden,3,0.000082,0.000774
mcduffie,4,0.000110,0.001001
supposed,12,0.000329,0.002641
wanted,13,0.000357,0.002833
major,3,0.000082,0.000774
ronnie,3,0.000082,0.000774
williamson,3,0.000082,0.000774
disorderly,5,0.000137,0.001221
duo,5,0.000137,0.001221
parking,6,0.000165,0.001435
eventually,4,0.000110,0.001001
admitted,6,0.000165,0.001435
misdemeanor,5,0.000137,0.001221
fine,8,0.000220,0.001850
possible,12,0.000329,0.002641
probation,3,0.000082,0.000774
parts,6,0.000165,0.001435
landed,4,0.000110,0.001001
jail,8,0.000220,0.001850
normally,7,0.000192,0.001644
often,18,0.000494,0.003762
almost,11,0.000302,0.002447
always,19,0.000522,0.003942
throughout,8,0.000220,0.001850
nation,32,0.000878,0.006182
departments,7,0.000192,0.001644
summer,6,0.000165,0.001435
stations,3,0.000082,0.000774
florida,23,0.000631,0.004652
internet,14,0.000384,0.003022
blamed,4,0.000110,0.001001
crash,3,0.000082,0.000774
played,5,0.000137,0.001221
role,5,0.000137,0.001221
escambia,4,0.000110,0.001001
lockdown,20,0.000549,0.004122
flomo,12,0.000329,0.002641
klowns,3,0.000082,0.000774
flomaton,12,0.000329,0.002641
hit,23,0.000631,0.004652
elsewhere,3,0.000082,0.000774
advantage,3,0.000082,0.000774
pensacola,3,0.000082,0.000774
revealed,9,0.000247,0.002052
taken,32,0.000878,0.006182
bbc,6,0.000165,0.001435
theory,7,0.000192,0.001644
murderous,8,0.000220,0.001850
unfortunately,4,0.000110,0.001001
company,12,0.000329,0.002641
whnt,4,0.000110,0.001001
rumor,10,0.000275,0.002251
youve,7,0.000192,0.001644
questions,6,0.000165,0.001435
fake,11,0.000302,0.002447
tuscumbia,9,0.000247,0.002052
kinds,3,0.000082,0.000774
create,7,0.000192,0.001644
hysteria,79,0.002169,0.013301
rumors,24,0.000659,0.004826
cullman,3,0.000082,0.000774
supposedly,8,0.000220,0.001850
highway,7,0.000192,0.001644
spokesperson,7,0.000192,0.001644
creates,6,0.000165,0.001435
phantom,13,0.000357,0.002833
takes,10,0.000275,0.002251
violence,20,0.000549,0.004122
ones,11,0.000302,0.002447
morgan,7,0.000192,0.001644
exactly,10,0.000275,0.002251
heres,8,0.000220,0.001850
makayla,3,0.000082,0.000774
smith,6,0.000165,0.001435
terroristic,10,0.000275,0.002251
judge,3,0.000082,0.000774
set,10,0.000275,0.002251
calhoun,3,0.000082,0.000774
announced,6,0.000165,0.001435
shoot,16,0.000439,0.003395
felony,9,0.000247,0.002052
offense,4,0.000110,0.001001
taboola,4,0.000110,0.001001
links,5,0.000137,0.001221
pay,8,0.000220,0.001850
furious,8,0.000220,0.001850
pace,5,0.000137,0.001221
owe,3,0.000082,0.000774
less,13,0.000357,0.002833
quickenloans,4,0.000110,0.001001
lafayette,6,0.000165,0.001435
louisiana,9,0.000247,0.002052
billion,4,0.000110,0.001001
industry,7,0.000192,0.001644
everquote,3,0.000082,0.000774
insurance,4,0.000110,0.001001
quotes,3,0.000082,0.000774
meal,3,0.000082,0.000774
cheaper,3,0.000082,0.000774
store,12,0.000329,0.002641
addicting,3,0.000082,0.000774
shopping,3,0.000082,0.000774
tophatter,3,0.000082,0.000774
bio,3,0.000082,0.000774
web,3,0.000082,0.000774
everyones,4,0.000110,0.001001
dies,3,0.000082,0.000774
tn,5,0.000137,0.001221
alert,15,0.000412,0.003210
teen,8,0.000220,0.001850
teacher,10,0.000275,0.002251
tad,3,0.000082,0.000774
weekend,14,0.000384,0.003022
best,10,0.000275,0.002251
become,23,0.000631,0.004652
thanks,6,0.000165,0.001435
restaurant,6,0.000165,0.001435
food,3,0.000082,0.000774
trend,32,0.000878,0.006182
waste,3,0.000082,0.000774
massachusetts,11,0.000302,0.002447
huntsville,4,0.000110,0.001001
shoals,8,0.000220,0.001850
complaint,8,0.000220,0.001850
accused,6,0.000165,0.001435
drivers,4,0.000110,0.001001
downtown,10,0.000275,0.002251
victims,13,0.000357,0.002833
movement,5,0.000137,0.001221
shooting,12,0.000329,0.002641
communications,3,0.000082,0.000774
professor,8,0.000220,0.001850
topic,4,0.000110,0.001001
identify,6,0.000165,0.001435
decision,7,0.000192,0.001644
beauty,3,0.000082,0.000774
beast,5,0.000137,0.001221
murder,6,0.000165,0.001435
member,6,0.000165,0.001435
al,3,0.000082,0.000774
london,8,0.000220,0.001850
ky,3,0.000082,0.000774
creeped,10,0.000275,0.002251
kentucky,30,0.000824,0.005849
jamie,4,0.000110,0.001001
hill,12,0.000329,0.002641
rogers,3,0.000082,0.000774
parkway,5,0.000137,0.001221
posting,8,0.000220,0.001850
necessarily,3,0.000082,0.000774
suspiciously,4,0.000110,0.001001
geneva,6,0.000165,0.001435
profiles,4,0.000110,0.001001
labeled,4,0.000110,0.001001
accounts,9,0.000247,0.002052
joking,6,0.000165,0.001435
terrorist,10,0.000275,0.002251
craze,39,0.001071,0.007322
holy,3,0.000082,0.000774
searches,3,0.000082,0.000774
bushes,9,0.000247,0.002052
particularly,10,0.000275,0.002251
pranksters,19,0.000522,0.003942
result,7,0.000192,0.001644
currently,9,0.000247,0.002052
annapolis,6,0.000165,0.001435
discovered,5,0.000137,0.001221
miguez,4,0.000110,0.001001
interviewed,5,0.000137,0.001221
feed,3,0.000082,0.000774
spend,3,0.000082,0.000774
bunch,7,0.000192,0.001644
untrue,3,0.000082,0.000774
stealing,3,0.000082,0.000774
managed,3,0.000082,0.000774
targeting,7,0.000192,0.001644
credible,24,0.000659,0.004826
featuring,8,0.000220,0.001850
fbi,15,0.000412,0.003210
grounds,3,0.000082,0.000774
exact,5,0.000137,0.001221
tolerated,3,0.000082,0.000774
wva,3,0.000082,0.000774
fayette,3,0.000082,0.000774
grown,3,0.000082,0.000774
amused,3,0.000082,0.000774
pranks,25,0.000686,0.004999
limited,4,0.000110,0.001001
engaging,3,0.000082,0.000774
amusement,3,0.000082,0.000774
code,5,0.000137,0.001221
phobia,12,0.000329,0.002641
individual,8,0.000220,0.001850
results,11,0.000302,0.002447
determine,6,0.000165,0.001435
merely,3,0.000082,0.000774
robbery,8,0.000220,0.001850
finally,7,0.000192,0.001644
common,9,0.000247,0.002052
refrain,4,0.000110,0.001001
chapman,3,0.000082,0.000774
survey,5,0.000137,0.001221
american,15,0.000412,0.003210
fears,22,0.000604,0.004476
percent,13,0.000357,0.002833
glasgow,8,0.000220,0.001850
bowling,8,0.000220,0.001850
warren,4,0.000110,0.001001
clownrelated,32,0.000878,0.006182
spate,9,0.000247,0.002052
spooky,4,0.000110,0.001001
pennsylvania,32,0.000878,0.006182
yelling,7,0.000192,0.001644
placed,5,0.000137,0.001221
invasion,3,0.000082,0.000774
carried,7,0.000192,0.001644
protect,4,0.000110,0.001001
handling,3,0.000082,0.000774
ordinances,3,0.000082,0.000774
immediate,3,0.000082,0.000774
class,9,0.000247,0.002052
parks,5,0.000137,0.001221
mainstream,7,0.000192,0.001644
placing,3,0.000082,0.000774
potential,10,0.000275,0.002251
identities,4,0.000110,0.001001
defend,10,0.000275,0.002251
putting,8,0.000220,0.001850
threatened,17,0.000467,0.003579
react,3,0.000082,0.000774
force,7,0.000192,0.001644
easton,5,0.000137,0.001221
pottsville,7,0.000192,0.001644
huntingdon,4,0.000110,0.001001
harrisburg,3,0.000082,0.000774
charles,3,0.000082,0.000774
studies,13,0.000357,0.002833
pennlivecom,3,0.000082,0.000774
ostensibly,4,0.000110,0.001001
entertainer,5,0.000137,0.001221
township,8,0.000220,0.001850
outer,3,0.000082,0.000774
brought,3,0.000082,0.000774
idea,21,0.000576,0.004300
features,7,0.000192,0.001644
word,21,0.000576,0.004300
extreme,5,0.000137,0.001221
health,4,0.000110,0.001001
worse,4,0.000110,0.001001
serial,10,0.000275,0.002251
murders,4,0.000110,0.001001
lehigh,4,0.000110,0.001001
questioned,3,0.000082,0.000774
hadnt,3,0.000082,0.000774
squirting,4,0.000110,0.001001
halloween,87,0.002388,0.014418
central,7,0.000192,0.001644
allow,4,0.000110,0.001001
handle,3,0.000082,0.000774
reaction,4,0.000110,0.001001
decades,7,0.000192,0.001644
profession,14,0.000384,0.003022
imposters,4,0.000110,0.001001
impersonating,3,0.000082,0.000774
martin,4,0.000110,0.001001
middlesboro,4,0.000110,0.001001
trees,5,0.000137,0.001221
adding,8,0.000220,0.001850
criminal,19,0.000522,0.003942
barbourville,3,0.000082,0.000774
encounters,11,0.000302,0.002447
maryland,11,0.000302,0.002447
meanwhile,13,0.000357,0.002833
attacking,5,0.000137,0.001221
worst,5,0.000137,0.001221
nightmare,5,0.000137,0.001221
emerging,3,0.000082,0.000774
prankster,6,0.000165,0.001435
joined,5,0.000137,0.001221
growing,5,0.000137,0.001221
list,13,0.000357,0.002833
examples,3,0.000082,0.000774
harassing,5,0.000137,0.001221
clothes,4,0.000110,0.001001
pickup,9,0.000247,0.002052
yelled,7,0.000192,0.001644
teenagers,12,0.000329,0.002641
ebensburg,3,0.000082,0.000774
prompted,10,0.000275,0.002251
advise,4,0.000110,0.001001
hoaxes,34,0.000933,0.006512
directed,4,0.000110,0.001001
loitering,3,0.000082,0.000774
performs,6,0.000165,0.001435
texas,18,0.000494,0.003762
runs,3,0.000082,0.000774
minnesota,3,0.000082,0.000774
perform,6,0.000165,0.001435
happening,11,0.000302,0.002447
paper,5,0.000137,0.001221
reading,29,0.000796,0.005681
attorney,6,0.000165,0.001435
requested,3,0.000082,0.000774
berks,3,0.000082,0.000774
fatally,5,0.000137,0.001221
stabbed,9,0.000247,0.002052
dispute,4,0.000110,0.001001
locust,4,0.000110,0.001001
gathered,5,0.000137,0.001221
memorial,4,0.000110,0.001001
christian,3,0.000082,0.000774
t,3,0.000082,0.000774
searching,5,0.000137,0.001221
urge,3,0.000082,0.000774
knows,9,0.000247,0.002052
row,4,0.000110,0.001001
crowd,3,0.000082,0.000774
scheduled,13,0.000357,0.002833
hospital,7,0.000192,0.001644
cause,16,0.000439,0.003395
issued,19,0.000522,0.003942
available,7,0.000192,0.001644
friend,11,0.000302,0.002447
issues,5,0.000137,0.001221
control,9,0.000247,0.002052
custody,6,0.000165,0.001435
spurred,3,0.000082,0.000774
theatrical,3,0.000082,0.000774
remake,6,0.000165,0.001435
king,52,0.001427,0.009352
pull,6,0.000165,0.001435
calm,7,0.000192,0.001644
phillipsburg,10,0.000275,0.002251
robert,5,0.000137,0.001221
stettner,7,0.000192,0.001644
jester,18,0.000494,0.003762
sword,6,0.000165,0.001435
borough,4,0.000110,0.001001
drove,5,0.000137,0.001221
staff,7,0.000192,0.001644
steven,3,0.000082,0.000774
vehicles,3,0.000082,0.000774
groups,6,0.000165,0.001435
rule,4,0.000110,0.001001
hunting,8,0.000220,0.001850
trouble,5,0.000137,0.001221
somebodys,3,0.000082,0.000774
popping,9,0.000247,0.002052
erie,5,0.000137,0.001221
cant,11,0.000302,0.002447
unless,4,0.000110,0.001001
parish,3,0.000082,0.000774
entered,3,0.000082,0.000774
demanded,3,0.000082,0.000774
aggressive,3,0.000082,0.000774
covington,3,0.000082,0.000774
needed,3,0.000082,0.000774
disguises,3,0.000082,0.000774
except,4,0.000110,0.001001
certain,4,0.000110,0.001001
inducing,4,0.000110,0.001001
homeland,5,0.000137,0.001221
gallatin,3,0.000082,0.000774
opinion,4,0.000110,0.001001
suggested,4,0.000110,0.001001
tied,4,0.000110,0.001001
inspired,4,0.000110,0.001001
includes,3,0.000082,0.000774
violent,11,0.000302,0.002447
yesterday,5,0.000137,0.001221
josh,10,0.000275,0.002251
messages,11,0.000302,0.002447
approaching,7,0.000192,0.001644
