Number of pairs,37329.000000
Number of unique pairs,6667
Average pair frequency,5.599070
Pair entropy,8.481172

Pair,Frequency,Proportion,Entropy Term,Mutual Information
immediately respond,3.000000,0.000080,0.000758,6.587005
nothing clown,4.000000,0.000107,0.000980,0.851684
nothing clowns,8.000000,0.000214,0.001811,1.977990
comes clown,9.000000,0.000241,0.002008,2.068079
comes people,3.000000,0.000080,0.000758,2.168738
comes clowns,4.000000,0.000107,0.000980,1.690308
comes reported,3.000000,0.000080,0.000758,2.958048
comes police,3.000000,0.000080,0.000758,1.779755
comes sightings,4.000000,0.000107,0.000980,2.880175
stop clown,3.000000,0.000080,0.000758,0.489894
stop clowns,3.000000,0.000080,0.000758,0.923053
stop police,6.000000,0.000161,0.001404,1.993329
stop officers,3.000000,0.000080,0.000758,3.650113
stop greenville,3.000000,0.000080,0.000758,2.727780
citizens clowns,4.000000,0.000107,0.000980,2.463498
false clown,5.000000,0.000134,0.001195,1.406185
false clowns,3.000000,0.000080,0.000758,1.328518
false police,3.000000,0.000080,0.000758,1.705647
false report,4.000000,0.000107,0.000980,3.712633
false reports,14.000000,0.000375,0.002959,4.029936
sense clowns,3.000000,0.000080,0.000758,2.175816
instagram clowns,3.000000,0.000080,0.000758,1.888133
instagram account,3.000000,0.000080,0.000758,5.914477
account called,3.000000,0.000080,0.000758,4.330357
photo clown,4.000000,0.000107,0.000980,1.624874
photo video,5.000000,0.000134,0.001195,5.534329
photo evidence,4.000000,0.000107,0.000980,5.213547
photo surfaced,4.000000,0.000107,0.000980,6.266697
photo dark,3.000000,0.000080,0.000758,5.691333
photo image,3.000000,0.000080,0.000758,5.391229
wife children,3.000000,0.000080,0.000758,3.763442
likely clowns,5.000000,0.000134,0.001195,2.398959
likely such,3.000000,0.000080,0.000758,5.067179
story clown,8.000000,0.000214,0.001811,1.841097
story media,3.000000,0.000080,0.000758,3.110275
fortunately property,3.000000,0.000080,0.000758,6.453473
fortunately damage,3.000000,0.000080,0.000758,8.111701
fortunately violence,3.000000,0.000080,0.000758,7.195411
fortunately injury,3.000000,0.000080,0.000758,9.092531
nearby forest,3.000000,0.000080,0.000758,6.230330
copycat find,3.000000,0.000080,0.000758,5.267519
copycat individuals,3.000000,0.000080,0.000758,6.346329
copycat behavior,5.000000,0.000134,0.001195,6.745929
copycat humorous,3.000000,0.000080,0.000758,7.793248
copycat mimic,3.000000,0.000080,0.000758,8.080930
probably clown,3.000000,0.000080,0.000758,1.092069
probably clowns,3.000000,0.000080,0.000758,1.525228
legitimate clowns,4.000000,0.000107,0.000980,2.751180
evil clown,22.000000,0.000589,0.004383,2.307971
evil people,3.000000,0.000080,0.000758,1.514811
evil clowns,14.000000,0.000375,0.002959,2.289144
evil year,3.000000,0.000080,0.000758,4.110066
evil scary,3.000000,0.000080,0.000758,2.929216
evil sightings,3.000000,0.000080,0.000758,1.938566
evil children,3.000000,0.000080,0.000758,2.048643
evil masks,3.000000,0.000080,0.000758,3.522279
evil season,3.000000,0.000080,0.000758,5.468190
evil whereas,3.000000,0.000080,0.000758,6.566802
monster clown,3.000000,0.000080,0.000758,2.148122
dressed clown,109.000000,0.002920,0.017042,2.672805
dressed suit,3.000000,0.000080,0.000758,3.721893
dressed clowns,49.000000,0.001313,0.008710,2.306436
dressed circus,7.000000,0.000188,0.001609,3.613679
dressed costume,8.000000,0.000214,0.001811,3.333235
dressed face,10.000000,0.000268,0.002203,3.357249
dressed standing,8.000000,0.000214,0.001811,3.884411
dressed front,3.000000,0.000080,0.000758,3.596729
dressed black,4.000000,0.000107,0.000980,2.867477
dressed wearing,4.000000,0.000107,0.000980,2.035494
dressed costumes,6.000000,0.000161,0.001404,2.979955
dressed holding,3.000000,0.000080,0.000758,3.657354
dressed walking,3.000000,0.000080,0.000758,2.440959
dressed areas,3.000000,0.000080,0.000758,2.716371
dressed woods,20.000000,0.000536,0.004035,2.888983
dressed children,32.000000,0.000857,0.006054,3.180295
dressed property,3.000000,0.000080,0.000758,2.692273
dressed lure,26.000000,0.000697,0.005063,3.945036
dressed public,4.000000,0.000107,0.000980,2.206765
dressed clothing,8.000000,0.000214,0.001811,4.520400
dressed attire,10.000000,0.000268,0.002203,5.149009
dressed white,10.000000,0.000268,0.002203,3.112127
dressed area,4.000000,0.000107,0.000980,1.865595
dressed backyard,4.000000,0.000107,0.000980,4.520400
dressed mask,3.000000,0.000080,0.000758,1.729462
dressed wednesday,3.000000,0.000080,0.000758,2.645753
dressed school,4.000000,0.000107,0.000980,1.216367
dressed possibly,4.000000,0.000107,0.000980,4.009575
dressed weapons,3.000000,0.000080,0.000758,3.721893
dressed kitchen,3.000000,0.000080,0.000758,4.820505
dressed lurking,3.000000,0.000080,0.000758,2.933435
dressed scare,5.000000,0.000134,0.001195,2.829894
dressed chased,3.000000,0.000080,0.000758,2.517920
dressed carrying,4.000000,0.000107,0.000980,3.884411
dressed knife,4.000000,0.000107,0.000980,3.673102
dressed cars,3.000000,0.000080,0.000758,3.790885
dressed hiding,3.000000,0.000080,0.000758,4.127358
dressed jumping,6.000000,0.000161,0.001404,4.638183
dressed campus,3.000000,0.000080,0.000758,2.623280
valley area,3.000000,0.000080,0.000758,3.892194
valley school,3.000000,0.000080,0.000758,3.242966
latest clown,5.000000,0.000134,0.001195,1.560335
latest news,3.000000,0.000080,0.000758,3.698903
latest sighting,4.000000,0.000107,0.000980,4.775042
latest trend,3.000000,0.000080,0.000758,4.933647
sighting clown,6.000000,0.000161,0.001404,1.008688
sighting creepy,3.000000,0.000080,0.000758,2.009422
sighting reported,9.000000,0.000241,0.002008,3.402734
sighting night,5.000000,0.000134,0.001195,3.431308
sighting police,3.000000,0.000080,0.000758,1.125828
sighting apartment,3.000000,0.000080,0.000758,3.176778
sighting complex,3.000000,0.000080,0.000758,3.321609
sighting greenville,4.000000,0.000107,0.000980,2.841108
sighting apartments,3.000000,0.000080,0.000758,3.676430
sighting carolina,5.000000,0.000134,0.001195,3.165605
sighting road,3.000000,0.000080,0.000758,4.369577
sighting shemwood,6.000000,0.000161,0.001404,5.719504
sighting south,4.000000,0.000107,0.000980,3.108909
sighting miles,3.000000,0.000080,0.000758,5.267519
police clown,111.000000,0.002974,0.017300,1.298895
police creepy,15.000000,0.000402,0.003142,0.991297
police large,3.000000,0.000080,0.000758,1.705647
police conference,3.000000,0.000080,0.000758,2.840627
police people,34.000000,0.000911,0.006377,1.314997
police message,3.000000,0.000080,0.000758,1.454332
police clowns,46.000000,0.001232,0.008255,0.851165
police costume,4.000000,0.000107,0.000980,1.247996
police person,17.000000,0.000455,0.003504,1.968431
police called,10.000000,0.000268,0.002203,1.885115
police working,3.000000,0.000080,0.000758,2.265263
police media,9.000000,0.000241,0.002008,1.036597
police recent,4.000000,0.000107,0.000980,1.008045
police separate,4.000000,0.000107,0.000980,2.840627
police recently,4.000000,0.000107,0.000980,1.714615
police news,14.000000,0.000375,0.002959,1.877816
police reported,13.000000,0.000348,0.002773,1.142896
police kids,5.000000,0.000134,0.001195,0.696647
police scary,4.000000,0.000107,0.000980,0.589335
police call,9.000000,0.000241,0.002008,1.832398
police man,13.000000,0.000348,0.002773,1.733504
police calls,17.000000,0.000455,0.003504,2.802160
police looking,4.000000,0.000107,0.000980,1.993329
police wearing,9.000000,0.000241,0.002008,1.454332
police costumes,3.000000,0.000080,0.000758,0.894717
police between,4.000000,0.000107,0.000980,1.958237
police night,9.000000,0.000241,0.002008,1.391531
police dressing,10.000000,0.000268,0.002203,2.413183
police crime,5.000000,0.000134,0.001195,2.290580
police see,7.000000,0.000188,0.001609,1.490700
police nothing,3.000000,0.000080,0.000758,1.374290
police stop,4.000000,0.000107,0.000980,1.587864
police false,3.000000,0.000080,0.000758,1.705647
police dressed,19.000000,0.000509,0.003860,1.736183
police causing,3.000000,0.000080,0.000758,2.329801
police sighting,5.000000,0.000134,0.001195,1.636654
police responded,13.000000,0.000348,0.002773,3.102991
police report,21.000000,0.000563,0.004210,2.163480
police officers,19.000000,0.000509,0.003860,2.694023
police searched,4.000000,0.000107,0.000980,3.128309
police find,9.000000,0.000241,0.002008,2.224441
police reports,58.000000,0.001554,0.010048,2.243940
police received,38.000000,0.001018,0.007014,2.922865
police numerous,3.000000,0.000080,0.000758,2.472902
police arrested,23.000000,0.000616,0.004555,2.620386
police chasing,4.000000,0.000107,0.000980,1.993329
police juveniles,3.000000,0.000080,0.000758,2.552945
police residents,5.000000,0.000134,0.001195,1.117860
police apartment,4.000000,0.000107,0.000980,0.836897
police greenville,11.000000,0.000295,0.002396,1.225146
police four,5.000000,0.000134,0.001195,2.252840
police child,6.000000,0.000161,0.001404,1.779755
police reached,4.000000,0.000107,0.000980,2.190039
police walking,5.000000,0.000134,0.001195,1.559693
police armed,4.000000,0.000107,0.000980,1.859797
police law,3.000000,0.000080,0.000758,0.977408
police department,71.000000,0.001902,0.011916,3.648042
police aug,4.000000,0.000107,0.000980,2.190039
police facebook,11.000000,0.000295,0.002396,1.930415
police page,4.000000,0.000107,0.000980,1.924336
police believe,6.000000,0.000161,0.001404,2.147479
police carolina,12.000000,0.000321,0.002585,1.413510
police multiple,5.000000,0.000134,0.001195,1.993329
police investigating,17.000000,0.000455,0.003504,3.306716
police incidents,7.000000,0.000188,0.001609,1.726266
police sightings,18.000000,0.000482,0.003683,1.102763
police areas,3.000000,0.000080,0.000758,1.324279
police county,13.000000,0.000348,0.002773,1.454332
police investigate,5.000000,0.000134,0.001195,2.658305
police confirmed,5.000000,0.000134,0.001195,2.504154
police woods,10.000000,0.000268,0.002203,0.803745
police sheriffs,6.000000,0.000161,0.001404,1.387193
police office,4.000000,0.000107,0.000980,0.956085
police cases,3.000000,0.000080,0.000758,1.636654
police reportedly,3.000000,0.000080,0.000758,1.324279
police children,10.000000,0.000268,0.002203,0.625053
police situation,7.000000,0.000188,0.001609,2.035001
police investigators,3.000000,0.000080,0.000758,1.993329
police evidence,7.000000,0.000188,0.001609,2.123949
police suspects,5.000000,0.000134,0.001195,2.370623
police officer,11.000000,0.000295,0.002396,2.810774
police receiving,3.000000,0.000080,0.000758,2.472902
police warning,9.000000,0.000241,0.002008,2.670728
police letter,3.000000,0.000080,0.000758,1.231189
police found,12.000000,0.000321,0.002585,2.029696
police left,3.000000,0.000080,0.000758,2.147479
police concerned,4.000000,0.000107,0.000980,2.381094
police neighborhood,3.000000,0.000080,0.000758,1.946809
police posted,7.000000,0.000188,0.001609,1.933905
police property,3.000000,0.000080,0.000758,1.300182
police complaints,4.000000,0.000107,0.000980,1.799173
police lure,6.000000,0.000161,0.001404,1.086608
police public,3.000000,0.000080,0.000758,0.526992
police sic,5.000000,0.000134,0.001195,2.329801
police several,7.000000,0.000188,0.001609,1.454332
police aware,9.000000,0.000241,0.002008,2.735266
police riding,6.000000,0.000161,0.001404,3.651557
police issue,4.000000,0.000107,0.000980,2.190039
police sent,4.000000,0.000107,0.000980,1.714615
police community,3.000000,0.000080,0.000758,1.146031
police suspicious,9.000000,0.000241,0.002008,2.009329
police state,4.000000,0.000107,0.000980,0.882882
police name,3.000000,0.000080,0.000758,1.859797
police presence,5.000000,0.000134,0.001195,2.983727
police resident,3.000000,0.000080,0.000758,1.454332
police money,3.000000,0.000080,0.000758,1.670555
police area,19.000000,0.000509,0.003860,2.031648
police saw,11.000000,0.000295,0.002396,1.882787
police incident,8.000000,0.000214,0.001811,1.552772
police mask,4.000000,0.000107,0.000980,0.625053
police investigated,5.000000,0.000134,0.001195,2.840627
police increased,4.000000,0.000107,0.000980,2.329801
police claims,3.000000,0.000080,0.000758,1.779755
police surveillance,3.000000,0.000080,0.000758,2.958410
police seriously,4.000000,0.000107,0.000980,1.393708
police started,4.000000,0.000107,0.000980,1.336549
police witnesses,4.000000,0.000107,0.000980,2.552945
police wednesday,6.000000,0.000161,0.001404,1.946809
police girl,6.000000,0.000161,0.001404,2.067437
police home,6.000000,0.000161,0.001404,1.620125
police school,12.000000,0.000321,0.002585,0.922887
police park,5.000000,0.000134,0.001195,2.457634
police south,9.000000,0.000241,0.002008,1.292276
police someone,10.000000,0.000268,0.002203,1.578385
police parents,6.000000,0.000161,0.001404,1.541344
police turned,4.000000,0.000107,0.000980,1.829026
police connection,3.000000,0.000080,0.000758,2.265263
police officials,6.000000,0.000161,0.001404,1.818975
police asked,3.000000,0.000080,0.000758,1.603864
police checked,3.000000,0.000080,0.000758,3.091941
police release,5.000000,0.000134,0.001195,2.604238
police heard,4.000000,0.000107,0.000980,1.958237
police investigation,4.000000,0.000107,0.000980,2.106657
police extra,4.000000,0.000107,0.000980,3.022948
police post,4.000000,0.000107,0.000980,1.587864
police learned,3.000000,0.000080,0.000758,2.958410
police men,7.000000,0.000188,0.001609,2.123949
police social,15.000000,0.000402,0.003142,1.650077
police matter,7.000000,0.000188,0.001609,2.056508
police station,4.000000,0.000107,0.000980,2.381094
police suspect,4.000000,0.000107,0.000980,2.029696
police either,3.000000,0.000080,0.000758,2.398794
police confirm,3.000000,0.000080,0.000758,2.958410
police comment,3.000000,0.000080,0.000758,2.204638
police charged,4.000000,0.000107,0.000980,1.829026
police north,5.000000,0.000134,0.001195,1.154228
police city,4.000000,0.000107,0.000980,1.496892
police student,4.000000,0.000107,0.000980,1.661972
police local,3.000000,0.000080,0.000758,0.747392
police posts,3.000000,0.000080,0.000758,1.636654
police warned,7.000000,0.000188,0.001609,2.589312
police allegedly,3.000000,0.000080,0.000758,1.231189
police lurking,5.000000,0.000134,0.001195,2.052169
police statement,7.000000,0.000188,0.001609,2.707095
police middle,3.000000,0.000080,0.000758,1.511491
police wrote,5.000000,0.000134,0.001195,2.052169
police boy,5.000000,0.000134,0.001195,1.764487
police sunday,4.000000,0.000107,0.000980,2.190039
police single,3.000000,0.000080,0.000758,3.428413
police spokesman,6.000000,0.000161,0.001404,2.472902
police today,3.000000,0.000080,0.000758,1.859797
police alleged,4.000000,0.000107,0.000980,2.106657
police scare,3.000000,0.000080,0.000758,0.926977
police responding,5.000000,0.000134,0.001195,2.909620
police outside,3.000000,0.000080,0.000758,1.324279
police arrived,3.000000,0.000080,0.000758,2.552945
police chased,7.000000,0.000188,0.001609,1.973126
police vehicle,3.000000,0.000080,0.000758,2.472902
police dark,3.000000,0.000080,0.000758,2.042119
police sgt,8.000000,0.000214,0.001811,3.379623
police district,3.000000,0.000080,0.000758,1.348972
police monitor,3.000000,0.000080,0.000758,3.428413
police charges,3.000000,0.000080,0.000758,1.541344
police schools,10.000000,0.000268,0.002203,1.285997
police students,5.000000,0.000134,0.001195,0.761185
police ohio,4.000000,0.000107,0.000980,1.829026
police victim,3.000000,0.000080,0.000758,1.946809
police spokeswoman,4.000000,0.000107,0.000980,3.246092
police denise,3.000000,0.000080,0.000758,3.939239
police increase,5.000000,0.000134,0.001195,2.909620
police arrests,3.000000,0.000080,0.000758,1.636654
police country,5.000000,0.000134,0.001195,1.204871
police chief,23.000000,0.000616,0.004555,3.548373
police ken,6.000000,0.000161,0.001404,3.939239
police miller,7.000000,0.000188,0.001609,3.112560
police six,5.000000,0.000134,0.001195,2.840627
police arrest,3.000000,0.000080,0.000758,2.398794
police press,3.000000,0.000080,0.000758,1.902357
police werent,4.000000,0.000107,0.000980,3.022948
police winstonsalem,6.000000,0.000161,0.001404,2.897785
police treats,3.000000,0.000080,0.000758,2.840627
police adult,3.000000,0.000080,0.000758,2.735266
police offered,3.000000,0.000080,0.000758,3.091941
police investigations,3.000000,0.000080,0.000758,3.651557
police behavior,3.000000,0.000080,0.000758,2.093412
police resources,7.000000,0.000188,0.001609,3.320200
police driving,3.000000,0.000080,0.000758,1.818975
police capt,4.000000,0.000107,0.000980,3.939239
police threat,8.000000,0.000214,0.001811,1.541344
police west,4.000000,0.000107,0.000980,3.022948
police georgia,5.000000,0.000134,0.001195,2.082941
police theyve,3.000000,0.000080,0.000758,2.735266
police lt,3.000000,0.000080,0.000758,2.958410
police threats,20.000000,0.000536,0.004035,1.787477
police departments,7.000000,0.000188,0.001609,3.939239
police revealed,3.000000,0.000080,0.000758,2.840627
police violence,3.000000,0.000080,0.000758,2.042119
police alert,7.000000,0.000188,0.001609,3.177099
police trend,3.000000,0.000080,0.000758,1.572115
police complaint,4.000000,0.000107,0.000980,3.246092
police craze,4.000000,0.000107,0.000980,1.661972
police credible,5.000000,0.000134,0.001195,2.370623
police clownrelated,5.000000,0.000134,0.001195,2.082941
police pennsylvania,4.000000,0.000107,0.000980,1.859797
police yelling,3.000000,0.000080,0.000758,3.091941
police huntingdon,3.000000,0.000080,0.000758,3.651557
police hadnt,3.000000,0.000080,0.000758,3.939239
police berks,3.000000,0.000080,0.000758,3.939239
police searching,3.000000,0.000080,0.000758,3.428413
police issued,8.000000,0.000214,0.001811,3.074242
police custody,3.000000,0.000080,0.000758,3.246092
police king,4.000000,0.000107,0.000980,1.374290
police hampton,4.000000,0.000107,0.000980,2.686476
police surrounding,3.000000,0.000080,0.000758,3.428413
police campus,5.000000,0.000134,0.001195,1.742014
police laughing,4.000000,0.000107,0.000980,2.617483
police response,3.000000,0.000080,0.000758,2.093412
police forces,4.000000,0.000107,0.000980,3.533774
police scanner,3.000000,0.000080,0.000758,3.651557
police utah,3.000000,0.000080,0.000758,3.428413
responded clown,10.000000,0.000268,0.002203,2.030339
responded call,3.000000,0.000080,0.000758,3.872175
responded calls,4.000000,0.000107,0.000980,4.493630
responded sighting,4.000000,0.000107,0.000980,4.551899
responded find,3.000000,0.000080,0.000758,4.264217
responded found,3.000000,0.000080,0.000758,3.781791
responded area,4.000000,0.000107,0.000980,3.611892
responded clownrelated,3.000000,0.000080,0.000758,4.710504
report clown,36.000000,0.000964,0.006697,1.892189
report creepy,3.000000,0.000080,0.000758,1.101164
report people,8.000000,0.000214,0.001811,1.587382
report clowns,21.000000,0.000563,0.004210,1.786351
report person,5.000000,0.000134,0.001195,2.463960
report scary,4.000000,0.000107,0.000980,2.308639
report calls,3.000000,0.000080,0.000758,2.786864
report wearing,7.000000,0.000188,0.001609,2.922322
report night,3.000000,0.000080,0.000758,2.012223
report dressed,13.000000,0.000348,0.002773,3.075998
report sighting,4.000000,0.000107,0.000980,3.132815
report holding,3.000000,0.000080,0.000758,3.984567
report received,4.000000,0.000107,0.000980,2.390877
report apartment,3.000000,0.000080,0.000758,2.268519
report greenville,4.000000,0.000107,0.000980,1.932850
report aug,3.000000,0.000080,0.000758,3.621661
report sightings,3.000000,0.000080,0.000758,1.030308
report woods,4.000000,0.000107,0.000980,1.606758
report office,3.000000,0.000080,0.000758,2.387708
report children,8.000000,0.000214,0.001811,2.121214
report lure,4.000000,0.000107,0.000980,2.400447
report several,4.000000,0.000107,0.000980,2.614021
report seeing,4.000000,0.000107,0.000980,2.727350
report suspicious,8.000000,0.000214,0.001811,3.610850
report character,3.000000,0.000080,0.000758,3.621661
report resident,3.000000,0.000080,0.000758,3.173637
report saw,6.000000,0.000161,0.001404,2.995956
report shemwood,4.000000,0.000107,0.000980,4.405780
report mask,3.000000,0.000080,0.000758,2.056675
report deputy,4.000000,0.000107,0.000980,3.331266
report school,3.000000,0.000080,0.000758,1.255897
report someone,7.000000,0.000188,0.001609,2.941014
report heard,3.000000,0.000080,0.000758,3.389860
report men,3.000000,0.000080,0.000758,2.995956
report obtained,3.000000,0.000080,0.000758,5.147718
report van,3.000000,0.000080,0.000758,3.621661
holding hands,3.000000,0.000080,0.000758,5.971635
holding balloons,3.000000,0.000080,0.000758,6.319942
holding knife,4.000000,0.000107,0.000980,6.048008
officers clown,15.000000,0.000402,0.003142,1.647347
officers clowns,7.000000,0.000188,0.001609,1.318365
officers called,4.000000,0.000107,0.000980,3.318756
officers reported,3.000000,0.000080,0.000758,2.026490
officers responded,4.000000,0.000107,0.000980,4.274267
officers find,6.000000,0.000161,0.001404,4.168907
officers reports,3.000000,0.000080,0.000758,1.632040
officers evidence,3.000000,0.000080,0.000758,3.626582
officers found,3.000000,0.000080,0.000758,2.993333
officers nose,4.000000,0.000107,0.000980,4.120116
officers area,7.000000,0.000188,0.001609,3.383050
officers saw,3.000000,0.000080,0.000758,2.933435
officers red,4.000000,0.000107,0.000980,3.532330
officers patrol,3.000000,0.000080,0.000758,4.902876
officers locate,6.000000,0.000161,0.001404,5.778345
officers arrived,3.000000,0.000080,0.000758,4.902876
officers unable,4.000000,0.000107,0.000980,5.478240
officers cars,3.000000,0.000080,0.000758,4.748725
searched find,4.000000,0.000107,0.000980,5.755872
searched area,3.000000,0.000080,0.000758,4.528182
find clown,10.000000,0.000268,0.002203,1.519513
find creepy,3.000000,0.000080,0.000758,2.009422
find clowns,8.000000,0.000214,0.001811,1.729528
find evidence,3.000000,0.000080,0.000758,3.904214
find suspicious,3.000000,0.000080,0.000758,3.538280
find behavior,3.000000,0.000080,0.000758,4.720975
find humorous,3.000000,0.000080,0.000758,6.279120
find mimic,3.000000,0.000080,0.000758,6.566802
reports clown,74.000000,0.001982,0.012337,1.677274
reports creepy,25.000000,0.000670,0.004895,2.285967
reports woman,3.000000,0.000080,0.000758,1.299906
reports people,31.000000,0.000830,0.005891,2.006467
reports clowns,85.000000,0.002277,0.013856,2.249019
reports person,6.000000,0.000161,0.001404,1.710821
reports called,4.000000,0.000107,0.000980,1.752668
reports media,11.000000,0.000295,0.002396,2.021112
reports theres,3.000000,0.000080,0.000758,1.744158
reports recent,4.000000,0.000107,0.000980,1.791889
reports kids,6.000000,0.000161,0.001404,1.662812
reports scary,8.000000,0.000214,0.001811,2.066326
reports man,6.000000,0.000161,0.001404,1.744158
reports friday,3.000000,0.000080,0.000758,2.184109
reports wearing,6.000000,0.000161,0.001404,1.832711
reports costumes,6.000000,0.000161,0.001404,2.371707
reports spread,4.000000,0.000107,0.000980,2.445815
reports strange,3.000000,0.000080,0.000758,2.525858
reports dressed,20.000000,0.000536,0.004035,2.571320
reports sighting,3.000000,0.000080,0.000758,1.909672
reports police,19.000000,0.000509,0.003860,1.127936
reports report,3.000000,0.000080,0.000758,1.001413
reports week,5.000000,0.000134,0.001195,1.878173
reports received,4.000000,0.000107,0.000980,1.455417
reports chasing,5.000000,0.000134,0.001195,3.000316
reports residents,5.000000,0.000134,0.001195,1.901704
reports greenville,7.000000,0.000188,0.001609,1.557005
reports department,5.000000,0.000134,0.001195,1.778644
reports spotted,3.000000,0.000080,0.000758,2.037505
reports carolina,9.000000,0.000241,0.002008,1.909672
reports multiple,3.000000,0.000080,0.000758,2.266347
reports investigating,5.000000,0.000134,0.001195,2.866785
reports sightings,40.000000,0.001072,0.007328,2.685114
reports county,6.000000,0.000161,0.001404,1.464986
reports confirmed,5.000000,0.000134,0.001195,3.287998
reports woods,12.000000,0.000321,0.002585,1.769910
reports children,19.000000,0.000509,0.003860,2.050751
reports knocking,3.000000,0.000080,0.000758,4.435401
reports doors,3.000000,0.000080,0.000758,3.624470
reports homes,3.000000,0.000080,0.000758,4.029936
reports evidence,3.000000,0.000080,0.000758,2.060495
reports surfaced,6.000000,0.000161,0.001404,3.806792
reports information,3.000000,0.000080,0.000758,2.420498
reports found,3.000000,0.000080,0.000758,1.427246
reports lure,16.000000,0.000429,0.003324,2.851281
reports seeing,4.000000,0.000107,0.000980,1.791889
reports suspicious,7.000000,0.000188,0.001609,2.541858
reports state,3.000000,0.000080,0.000758,1.379044
reports area,4.000000,0.000107,0.000980,1.257347
reports incident,3.000000,0.000080,0.000758,1.355787
reports mask,4.000000,0.000107,0.000980,1.408897
reports school,5.000000,0.000134,0.001195,0.831262
reports coming,3.000000,0.000080,0.000758,2.525858
reports south,7.000000,0.000188,0.001609,1.824806
reports someone,4.000000,0.000107,0.000980,1.445938
reports affiliate,4.000000,0.000107,0.000980,4.029936
reports men,3.000000,0.000080,0.000758,2.060495
reports sparked,3.000000,0.000080,0.000758,3.336788
reports social,11.000000,0.000295,0.002396,2.123766
reports attempting,3.000000,0.000080,0.000758,2.988482
reports north,4.000000,0.000107,0.000980,1.714928
reports local,4.000000,0.000107,0.000980,1.818918
reports allegedly,3.000000,0.000080,0.000758,2.015032
reports lurking,10.000000,0.000268,0.002203,3.529160
reports days,4.000000,0.000107,0.000980,2.583017
reports outside,4.000000,0.000107,0.000980,2.395805
reports cbs,3.000000,0.000080,0.000758,4.435401
reports chased,3.000000,0.000080,0.000758,1.909672
reports hoax,4.000000,0.000107,0.000980,2.445815
reports menacing,9.000000,0.000241,0.002008,3.924575
reports students,4.000000,0.000107,0.000980,1.321885
reports scaring,6.000000,0.000161,0.001404,3.113645
reports arrests,3.000000,0.000080,0.000758,2.420498
reports country,10.000000,0.000268,0.002203,2.681862
reports individuals,3.000000,0.000080,0.000758,2.988482
reports sept,3.000000,0.000080,0.000758,2.686201
reports driving,3.000000,0.000080,0.000758,2.602819
reports georgia,3.000000,0.000080,0.000758,2.355959
reports threatening,5.000000,0.000134,0.001195,2.482373
reports threats,9.000000,0.000241,0.002008,1.772813
reports states,9.000000,0.000241,0.002008,2.793173
reports hysteria,4.000000,0.000107,0.000980,1.739929
reports threatened,3.000000,0.000080,0.000758,2.988482
reports pottsville,3.000000,0.000080,0.000758,3.875785
reports hoaxes,5.000000,0.000134,0.001195,2.806160
reports jumping,4.000000,0.000107,0.000980,3.624470
reports feeling,3.000000,0.000080,0.000758,3.336788
reports firing,3.000000,0.000080,0.000758,4.723083
reports mass,3.000000,0.000080,0.000758,2.877256
reports attacks,4.000000,0.000107,0.000980,3.711482
week clown,8.000000,0.000214,0.001811,0.754045
week creepy,4.000000,0.000107,0.000980,1.754780
week clowns,10.000000,0.000268,0.002203,1.410348
week later,3.000000,0.000080,0.000758,3.459528
week reported,5.000000,0.000134,0.001195,2.272623
week calls,3.000000,0.000080,0.000758,3.152798
week police,9.000000,0.000241,0.002008,1.682116
week reports,4.000000,0.000107,0.000980,1.655030
week received,3.000000,0.000080,0.000758,2.469130
week arrested,3.000000,0.000080,0.000758,2.668743
week facebook,3.000000,0.000080,0.000758,2.716371
week high,3.000000,0.000080,0.000758,2.874595
week carolina,3.000000,0.000080,0.000758,2.112455
week sightings,5.000000,0.000134,0.001195,1.907068
week children,3.000000,0.000080,0.000758,1.506319
week home,3.000000,0.000080,0.000758,3.012216
week school,6.000000,0.000161,0.001404,2.314979
week south,3.000000,0.000080,0.000758,2.278903
week schools,6.000000,0.000161,0.001404,2.860410
week students,4.000000,0.000107,0.000980,2.623280
week six,3.000000,0.000080,0.000758,4.415040
week revealed,3.000000,0.000080,0.000758,4.925865
week pottsville,3.000000,0.000080,0.000758,5.177180
during conference,3.000000,0.000080,0.000758,5.853852
during house,4.000000,0.000107,0.000980,3.884411
during times,5.000000,0.000134,0.001195,5.127915
during night,7.000000,0.000188,0.001609,4.153442
during police,3.000000,0.000080,0.000758,1.511491
during children,6.000000,0.000161,0.001404,3.127453
during hours,8.000000,0.000214,0.001811,5.566170
during supervised,6.000000,0.000161,0.001404,6.952464
during white,4.000000,0.000107,0.000980,3.816970
during press,5.000000,0.000134,0.001195,5.426408
during briefing,4.000000,0.000107,0.000980,6.546999
during halloween,3.000000,0.000080,0.000758,3.585169
received clown,31.000000,0.000830,0.005891,1.908978
received creepy,4.000000,0.000107,0.000980,1.555167
received people,11.000000,0.000295,0.002396,2.072157
received clowns,26.000000,0.000697,0.005063,2.166246
received person,7.000000,0.000188,0.001609,2.966754
received called,3.000000,0.000080,0.000758,2.566768
received media,6.000000,0.000161,0.001404,2.516758
received separate,3.000000,0.000080,0.000758,4.438570
received call,15.000000,0.000402,0.003142,4.228850
received man,3.000000,0.000080,0.000758,2.152792
received calls,14.000000,0.000375,0.002959,4.493630
received costumes,4.000000,0.000107,0.000980,3.068024
received night,3.000000,0.000080,0.000758,2.178545
received death,5.000000,0.000134,0.001195,4.661714
received dressed,9.000000,0.000241,0.002008,2.874595
received reports,30.000000,0.000804,0.005727,3.470320
