Number of pairs,39082.000000
Number of unique pairs,6621
Average pair frequency,5.902734
Pair entropy,8.409873

Pair,Frequency,Proportion,Entropy Term,Mutual Information
black wearing,3.000000,0.000077,0.000727,2.999157
black balloons,7.000000,0.000179,0.001545,6.043679
black clothing,3.000000,0.000077,0.000727,4.790917
black white,5.000000,0.000128,0.001147,3.670325
black mask,9.000000,0.000230,0.001929,4.079420
black honda,3.000000,0.000077,0.000727,6.294994
black gloves,5.000000,0.000128,0.001147,5.627165
black matter,3.000000,0.000077,0.000727,3.852647
black lives,3.000000,0.000077,0.000727,4.215552
black jacket,3.000000,0.000077,0.000727,6.582676
black tie,5.000000,0.000128,0.001147,7.093502
black van,3.000000,0.000077,0.000727,4.545794
friday clown,9.000000,0.000230,0.001929,1.169617
friday woman,4.000000,0.000102,0.000940,3.659743
friday morning,3.000000,0.000077,0.000727,4.397342
friday report,6.000000,0.000154,0.001348,2.136526
friday man,4.000000,0.000102,0.000940,3.410847
friday dressed,5.000000,0.000128,0.001147,3.257181
friday police,3.000000,0.000077,0.000727,1.354264
friday school,5.000000,0.000128,0.001147,2.903417
friday attacked,3.000000,0.000077,0.000727,4.949411
friday male,3.000000,0.000077,0.000727,5.814408
keep kids,3.000000,0.000077,0.000727,3.460530
keep house,7.000000,0.000179,0.001545,4.705511
keep times,5.000000,0.000128,0.001147,5.389398
keep night,7.000000,0.000179,0.001545,4.414926
keep during,7.000000,0.000179,0.001545,5.633497
keep children,3.000000,0.000077,0.000727,2.695789
keep hours,7.000000,0.000179,0.001545,5.694122
keep eye,3.000000,0.000077,0.000727,5.539971
keep track,3.000000,0.000077,0.000727,6.115335
wearing clown,65.000000,0.001663,0.010643,2.102234
wearing costume,9.000000,0.000230,0.001929,3.870380
wearing wig,5.000000,0.000128,0.001147,4.469759
wearing report,3.000000,0.000077,0.000727,0.398834
wearing scary,4.000000,0.000102,0.000940,2.400788
wearing black,7.000000,0.000179,0.001545,3.846455
wearing costumes,3.000000,0.000077,0.000727,2.706170
wearing place,3.000000,0.000077,0.000727,3.135733
wearing walking,3.000000,0.000077,0.000727,2.860321
wearing masks,19.000000,0.000486,0.003709,4.551997
wearing public,5.000000,0.000128,0.001147,2.849271
wearing white,17.000000,0.000435,0.003367,4.062117
wearing red,11.000000,0.000281,0.002301,4.005453
wearing mask,55.000000,0.001407,0.009240,5.057545
wearing shirt,3.000000,0.000077,0.000727,4.451409
wearing gloves,6.000000,0.000154,0.001348,4.977502
wearing conduct,3.000000,0.000077,0.000727,4.546720
wearing jacket,3.000000,0.000077,0.000727,5.750692
wearing tshirt,3.000000,0.000077,0.000727,5.463010
wearing overalls,5.000000,0.000128,0.001147,5.414220
wearing curly,4.000000,0.000102,0.000940,5.191077
wearing disorderly,3.000000,0.000077,0.000727,5.239867
wearing halloween,4.000000,0.000102,0.000940,2.671079
wearing hood,3.000000,0.000077,0.000727,5.750692
costumes clown,9.000000,0.000230,0.001929,0.664068
costumes kids,3.000000,0.000077,0.000727,2.536271
costumes amid,3.000000,0.000077,0.000727,4.903395
costumes police,3.000000,0.000077,0.000727,0.848715
costumes chasing,3.000000,0.000077,0.000727,4.056097
costumes woods,5.000000,0.000128,0.001147,2.461047
costumes children,3.000000,0.000077,0.000727,1.771530
costumes suspects,3.000000,0.000077,0.000727,4.210247
costumes hair,3.000000,0.000077,0.000727,3.922565
costumes colors,3.000000,0.000077,0.000727,6.002007
costumes masks,3.000000,0.000077,0.000727,3.245166
costumes public,3.000000,0.000077,0.000727,2.877442
costumes scaring,3.000000,0.000077,0.000727,3.987104
costumes halloween,4.000000,0.000102,0.000940,3.210075
costumes meet,5.000000,0.000128,0.001147,5.701902
costumes hug,5.000000,0.000128,0.001147,5.953217
costumes invited,5.000000,0.000128,0.001147,5.953217
costumes families,5.000000,0.000128,0.001147,6.107367
something clown,6.000000,0.000154,0.001348,0.341295
something people,3.000000,0.000077,0.000727,1.320390
something see,3.000000,0.000077,0.000727,3.076544
something suspicious,3.000000,0.000077,0.000727,3.343858
something school,3.000000,0.000077,0.000727,1.969735
something far,3.000000,0.000077,0.000727,4.005257
something sinister,4.000000,0.000102,0.000940,4.762943
guests stare,3.000000,0.000077,0.000727,9.334211
stare everyone,3.000000,0.000077,0.000727,7.793766
stare staring,3.000000,0.000077,0.000727,8.641064
everyone clown,3.000000,0.000077,0.000727,1.069533
share comments,3.000000,0.000077,0.000727,7.282941
share facebook,3.000000,0.000077,0.000727,4.822132
love clown,3.000000,0.000077,0.000727,1.629149
detail clown,3.000000,0.000077,0.000727,2.322296
detail descriptions,3.000000,0.000077,0.000727,8.353382
amid clown,5.000000,0.000128,0.001147,1.734510
amid report,3.000000,0.000077,0.000727,2.596059
between clown,8.000000,0.000205,0.001739,1.322124
between school,4.000000,0.000102,0.000940,2.950564
place clown,7.000000,0.000179,0.001545,0.842316
place police,3.000000,0.000077,0.000727,1.278278
place arnold,3.000000,0.000077,0.000727,4.726821
place conduct,3.000000,0.000077,0.000727,5.515279
place canceled,5.000000,0.000128,0.001147,5.689632
place events,5.000000,0.000128,0.001147,5.193195
place fear,3.000000,0.000077,0.000727,3.351956
place disorderly,3.000000,0.000077,0.000727,6.208426
place tomorrow,5.000000,0.000128,0.001147,6.536930
place arizona,5.000000,0.000128,0.001147,5.763740
place organizer,5.000000,0.000128,0.001147,6.131465
having clown,6.000000,0.000154,0.001348,1.511366
having party,3.000000,0.000077,0.000727,5.933014
having fun,3.000000,0.000077,0.000727,5.030146
line clown,3.000000,0.000077,0.000727,1.223684
lead clown,3.000000,0.000077,0.000727,1.143641
lead criminal,3.000000,0.000077,0.000727,6.022048
video clown,9.000000,0.000230,0.001929,1.143641
video evidence,4.000000,0.000102,0.000940,4.394356
video surfaced,3.000000,0.000077,0.000727,5.159824
video surveillance,4.000000,0.000102,0.000940,6.076115
sad clown,4.000000,0.000102,0.000940,1.511366
spread clown,5.000000,0.000128,0.001147,0.555855
spread dozens,3.000000,0.000077,0.000727,5.382968
spread media,5.000000,0.000128,0.001147,3.278833
spread social,6.000000,0.000154,0.001348,3.563809
spread schools,3.000000,0.000077,0.000727,2.912047
spread states,3.000000,0.000077,0.000727,3.740740
spread nation,3.000000,0.000077,0.000727,4.402138
spread campus,3.000000,0.000077,0.000727,4.061212
figure clown,5.000000,0.000128,0.001147,1.274977
coulrophobia clown,8.000000,0.000205,0.001739,1.799048
coulrophobia fear,7.000000,0.000179,0.001545,5.022454
read clown,3.000000,0.000077,0.000727,0.818219
read people,3.000000,0.000077,0.000727,2.490461
lot clown,12.000000,0.000307,0.002484,1.727589
lot people,5.000000,0.000128,0.001147,2.524363
lot person,6.000000,0.000154,0.001348,4.053266
lot office,6.000000,0.000154,0.001348,4.487839
lot complaints,6.000000,0.000154,0.001348,5.330927
lot regarding,6.000000,0.000154,0.001348,5.812765
strange clown,7.000000,0.000179,0.001545,1.260052
strange dozen,3.000000,0.000077,0.000727,5.345227
strange report,6.000000,0.000154,0.001348,2.478276
strange sightings,6.000000,0.000154,0.001348,3.201898
strange son,3.000000,0.000077,0.000727,4.709238
strange area,4.000000,0.000102,0.000940,3.671251
strange noises,9.000000,0.000230,0.001929,6.695154
town clown,6.000000,0.000154,0.001348,1.223684
town report,5.000000,0.000128,0.001147,2.413737
town police,3.000000,0.000077,0.000727,1.813796
california clown,6.000000,0.000154,0.001348,1.916831
late night,3.000000,0.000077,0.000727,3.790771
late police,3.000000,0.000077,0.000727,1.996118
late august,4.000000,0.000102,0.000940,4.931565
late sunday,3.000000,0.000077,0.000727,5.400209
night clown,19.000000,0.000486,0.003709,0.809485
night creepy,4.000000,0.000102,0.000940,1.418194
night person,3.000000,0.000077,0.000727,1.982483
night report,11.000000,0.000281,0.002301,1.635316
night times,6.000000,0.000154,0.001348,4.045664
night black,3.000000,0.000077,0.000727,2.936356
night police,7.000000,0.000179,0.001545,1.094216
night received,4.000000,0.000102,0.000940,2.420225
night greenville,5.000000,0.000128,0.001147,2.185342
night walking,11.000000,0.000281,0.002301,4.096803
night department,4.000000,0.000102,0.000940,2.520309
night areas,11.000000,0.000281,0.002301,4.372215
night road,3.000000,0.000077,0.000727,3.490667
night sheriffs,4.000000,0.000102,0.000940,2.730380
night wooded,11.000000,0.000281,0.002301,4.589279
night reportly,4.000000,0.000102,0.000940,3.410624
night children,6.000000,0.000154,0.001348,1.862880
night roads,11.000000,0.000281,0.002301,5.313198
night hours,8.000000,0.000205,0.001739,4.301597
night supervised,6.000000,0.000154,0.001348,5.687891
night saw,3.000000,0.000077,0.000727,2.332156
night someone,4.000000,0.000102,0.000940,2.410747
dressing clown,40.000000,0.001023,0.007046,2.470216
dressing creepy,5.000000,0.000128,0.001147,2.557628
dressing people,4.000000,0.000102,0.000940,1.839874
dressing costumes,5.000000,0.000128,0.001147,4.070485
dressing walking,3.000000,0.000077,0.000727,3.713810
dressing children,4.000000,0.000102,0.000940,2.373705
dressing public,3.000000,0.000077,0.000727,3.191935
dressing scaring,3.000000,0.000077,0.000727,4.301597
dressing driving,3.000000,0.000077,0.000727,4.483919
dressing frighten,3.000000,0.000077,0.000727,5.756884
streets clown,9.000000,0.000230,0.001929,1.474998
streets night,5.000000,0.000128,0.001147,3.965125
streets campus,3.000000,0.000077,0.000727,4.392569
streets hunt,5.000000,0.000128,0.001147,6.145108
makeup clown,9.000000,0.000230,0.001929,1.000540
makeup costumes,5.000000,0.000128,0.001147,4.092464
makeup meet,5.000000,0.000128,0.001147,6.038374
makeup invited,5.000000,0.000128,0.001147,6.289689
makeup families,5.000000,0.000128,0.001147,6.443840
crime police,3.000000,0.000077,0.000727,1.733753
crime county,3.000000,0.000077,0.000727,3.223483
crime coverage,4.000000,0.000102,0.000940,6.615111
crime alert,3.000000,0.000077,0.000727,5.565289
crime berks,3.000000,0.000077,0.000727,7.174727
frightened clown,3.000000,0.000077,0.000727,2.322296
death media,5.000000,0.000128,0.001147,4.169806
death social,5.000000,0.000128,0.001147,4.272461
death threats,9.000000,0.000230,0.001929,4.709965
see clown,30.000000,0.000768,0.005506,1.616727
see creepy,3.000000,0.000077,0.000727,1.480995
see people,3.000000,0.000077,0.000727,0.986384
see face,3.000000,0.000077,0.000727,2.860321
see kids,3.000000,0.000077,0.000727,2.284956
see scary,5.000000,0.000128,0.001147,2.911614
see something,9.000000,0.000230,0.001929,4.175156
see woods,8.000000,0.000205,0.001739,2.679737
see suspicious,3.000000,0.000077,0.000727,3.009852
see contexts,3.000000,0.000077,0.000727,6.038374
television station,3.000000,0.000077,0.000727,6.641087
immediately call,5.000000,0.000128,0.001147,4.693674
immediately police,6.000000,0.000154,0.001348,2.640475
immediately comment,3.000000,0.000077,0.000727,5.653700
immediately respond,3.000000,0.000077,0.000727,6.541003
nothing clown,12.000000,0.000307,0.002484,1.431323
comes clown,13.000000,0.000333,0.002664,1.916831
comes people,3.000000,0.000077,0.000727,2.122737
comes report,5.000000,0.000128,0.001147,2.333695
comes police,3.000000,0.000077,0.000727,1.733753
comes sightings,4.000000,0.000102,0.000940,2.834174
stop clown,6.000000,0.000154,0.001348,0.664068
stop police,6.000000,0.000154,0.001348,1.947327
stop officers,3.000000,0.000077,0.000727,3.604112
stop greenville,3.000000,0.000077,0.000727,2.681778
citizens clown,4.000000,0.000102,0.000940,1.511366
false clown,8.000000,0.000205,0.001739,1.357215
false report,18.000000,0.000461,0.003539,3.540520
false police,3.000000,0.000077,0.000727,1.659645
sense clown,3.000000,0.000077,0.000727,1.223684
instagram clown,3.000000,0.000077,0.000727,0.936002
instagram account,3.000000,0.000077,0.000727,5.868475
account called,3.000000,0.000077,0.000727,4.284355
photo clown,4.000000,0.000102,0.000940,1.105901
photo video,5.000000,0.000128,0.001147,5.488328
photo evidence,4.000000,0.000102,0.000940,5.167546
photo surfaced,4.000000,0.000102,0.000940,6.220696
photo dark,3.000000,0.000077,0.000727,5.645332
photo image,3.000000,0.000077,0.000727,5.345227
wife children,3.000000,0.000077,0.000727,3.717440
likely clown,7.000000,0.000179,0.001545,1.783300
likely such,3.000000,0.000077,0.000727,5.021178
story clown,10.000000,0.000256,0.002116,1.545268
story media,3.000000,0.000077,0.000727,3.064274
fortunately property,3.000000,0.000077,0.000727,6.407472
fortunately damage,3.000000,0.000077,0.000727,8.065700
fortunately violence,3.000000,0.000077,0.000727,7.149409
fortunately injury,3.000000,0.000077,0.000727,9.046529
nearby forest,3.000000,0.000077,0.000727,6.184328
copycat clown,4.000000,0.000102,0.000940,1.598377
copycat find,3.000000,0.000077,0.000727,5.221518
copycat individuals,3.000000,0.000077,0.000727,6.300327
copycat behavior,5.000000,0.000128,0.001147,6.699927
copycat humorous,3.000000,0.000077,0.000727,7.747246
copycat mimic,3.000000,0.000077,0.000727,8.034928
probably clown,6.000000,0.000154,0.001348,1.266244
legitimate clown,4.000000,0.000102,0.000940,1.799048
evil clown,36.000000,0.000921,0.006439,2.281474
evil people,3.000000,0.000077,0.000727,1.468810
evil year,3.000000,0.000077,0.000727,4.064065
evil scary,3.000000,0.000077,0.000727,2.883214
evil sightings,3.000000,0.000077,0.000727,1.892565
evil children,3.000000,0.000077,0.000727,2.002642
evil masks,3.000000,0.000077,0.000727,3.476278
evil season,3.000000,0.000077,0.000727,5.422188
evil whereas,3.000000,0.000077,0.000727,6.520801
monster clown,4.000000,0.000102,0.000940,1.916831
ap report,3.000000,0.000077,0.000727,3.289206
dressed clown,156.000000,0.003992,0.022048,2.512340
dressed suit,3.000000,0.000077,0.000727,3.675891
dressed circus,7.000000,0.000179,0.001545,3.567678
dressed costume,8.000000,0.000205,0.001739,3.287233
dressed face,10.000000,0.000256,0.002116,3.311248
dressed standing,8.000000,0.000205,0.001739,3.838410
dressed report,3.000000,0.000077,0.000727,-0.066529
dressed front,3.000000,0.000077,0.000727,3.550728
dressed black,4.000000,0.000102,0.000940,2.821476
dressed wearing,4.000000,0.000102,0.000940,1.989492
dressed costumes,6.000000,0.000154,0.001348,2.933954
dressed holding,3.000000,0.000077,0.000727,3.611353
dressed walking,3.000000,0.000077,0.000727,2.394957
dressed areas,3.000000,0.000077,0.000727,2.670369
dressed woods,20.000000,0.000512,0.003878,2.842982
dressed children,32.000000,0.000819,0.005820,3.134294
dressed property,3.000000,0.000077,0.000727,2.646272
dressed lure,26.000000,0.000665,0.004867,3.899035
dressed public,4.000000,0.000102,0.000940,2.160764
dressed clothing,8.000000,0.000205,0.001739,4.474399
dressed attire,10.000000,0.000256,0.002116,5.103008
dressed white,10.000000,0.000256,0.002116,3.066126
dressed area,4.000000,0.000102,0.000940,1.819593
dressed backyard,4.000000,0.000102,0.000940,4.474399
dressed mask,3.000000,0.000077,0.000727,1.683461
dressed wednesday,3.000000,0.000077,0.000727,2.599752
dressed school,4.000000,0.000102,0.000940,1.170365
dressed possibly,4.000000,0.000102,0.000940,3.963573
dressed weapons,3.000000,0.000077,0.000727,3.675891
dressed kitchen,3.000000,0.000077,0.000727,4.774503
dressed lurking,3.000000,0.000077,0.000727,2.887434
dressed scare,5.000000,0.000128,0.001147,2.783893
dressed chased,3.000000,0.000077,0.000727,2.471918
dressed carrying,4.000000,0.000102,0.000940,3.838410
dressed knife,4.000000,0.000102,0.000940,3.627101
dressed cars,3.000000,0.000077,0.000727,3.744884
dressed hiding,3.000000,0.000077,0.000727,4.081356
dressed jumping,6.000000,0.000154,0.001348,4.592182
dressed campus,3.000000,0.000077,0.000727,2.577279
causing clown,3.000000,0.000077,0.000727,1.000540
valley area,3.000000,0.000077,0.000727,3.846192
valley school,3.000000,0.000077,0.000727,3.196964
latest clown,6.000000,0.000154,0.001348,1.223684
latest news,3.000000,0.000077,0.000727,3.652902
latest report,3.000000,0.000077,0.000727,1.902912
latest sighting,4.000000,0.000102,0.000940,4.729041
latest trend,3.000000,0.000077,0.000727,4.887646
sighting clown,8.000000,0.000205,0.001739,0.777397
sighting creepy,3.000000,0.000077,0.000727,1.963421
sighting report,10.000000,0.000256,0.002116,2.372915
sighting night,5.000000,0.000128,0.001147,3.385306
sighting police,3.000000,0.000077,0.000727,1.079827
sighting apartment,3.000000,0.000077,0.000727,3.130777
sighting complex,3.000000,0.000077,0.000727,3.275607
sighting greenville,4.000000,0.000102,0.000940,2.795107
sighting apartments,3.000000,0.000077,0.000727,3.630429
sighting carolina,5.000000,0.000128,0.001147,3.119603
sighting road,3.000000,0.000077,0.000727,4.323576
sighting shemwood,6.000000,0.000154,0.001348,5.673503
sighting south,4.000000,0.000102,0.000940,3.062908
sighting miles,3.000000,0.000077,0.000727,5.221518
police clown,154.000000,0.003940,0.021816,1.107345
police creepy,15.000000,0.000384,0.003019,0.945296
police large,3.000000,0.000077,0.000727,1.659645
police conference,3.000000,0.000077,0.000727,2.794625
police people,34.000000,0.000870,0.006131,1.268995
police message,3.000000,0.000077,0.000727,1.408331
police costume,4.000000,0.000102,0.000940,1.201995
police clowns,3.000000,0.000077,0.000727,0.772342
police person,17.000000,0.000435,0.003367,1.922430
police called,10.000000,0.000256,0.002116,1.839114
police working,3.000000,0.000077,0.000727,2.219261
police media,9.000000,0.000230,0.001929,0.990596
police recent,4.000000,0.000102,0.000940,0.962044
police separate,4.000000,0.000102,0.000940,2.794625
police recently,4.000000,0.000102,0.000940,1.668614
police news,14.000000,0.000358,0.002842,1.831815
police report,91.000000,0.002328,0.014116,1.953627
police kids,5.000000,0.000128,0.001147,0.650645
police scary,4.000000,0.000102,0.000940,0.543334
police call,9.000000,0.000230,0.001929,1.786397
police man,13.000000,0.000333,0.002664,1.687502
police calls,17.000000,0.000435,0.003367,2.756159
police looking,4.000000,0.000102,0.000940,1.947327
police wearing,9.000000,0.000230,0.001929,1.408331
police costumes,3.000000,0.000077,0.000727,0.848715
police between,4.000000,0.000102,0.000940,1.912236
police night,9.000000,0.000230,0.001929,1.345530
police dressing,10.000000,0.000256,0.002116,2.367181
police crime,5.000000,0.000128,0.001147,2.244579
police see,7.000000,0.000179,0.001545,1.444699
police nothing,3.000000,0.000077,0.000727,1.328288
police stop,4.000000,0.000102,0.000940,1.541862
police false,3.000000,0.000077,0.000727,1.659645
police dressed,19.000000,0.000486,0.003709,1.690182
police causing,3.000000,0.000077,0.000727,2.283800
police sighting,5.000000,0.000128,0.001147,1.590653
police responded,13.000000,0.000333,0.002664,3.056990
police officers,19.000000,0.000486,0.003709,2.648022
police searched,4.000000,0.000102,0.000940,3.082307
police find,9.000000,0.000230,0.001929,2.178439
police received,38.000000,0.000972,0.006744,2.876863
police numerous,3.000000,0.000077,0.000727,2.426901
police arrested,23.000000,0.000589,0.004377,2.574385
police chasing,4.000000,0.000102,0.000940,1.947327
police juveniles,3.000000,0.000077,0.000727,2.506943
police residents,5.000000,0.000128,0.001147,1.071859
police apartment,4.000000,0.000102,0.000940,0.790896
police greenville,11.000000,0.000281,0.002301,1.179145
police four,5.000000,0.000128,0.001147,2.206839
police child,6.000000,0.000154,0.001348,1.733753
police reached,4.000000,0.000102,0.000940,2.144038
police walking,5.000000,0.000128,0.001147,1.513692
police armed,4.000000,0.000102,0.000940,1.813796
police law,3.000000,0.000077,0.000727,0.931407
police department,71.000000,0.001817,0.011465,3.602041
police aug,4.000000,0.000102,0.000940,2.144038
police facebook,11.000000,0.000281,0.002301,1.884414
police page,4.000000,0.000102,0.000940,1.878335
police believe,6.000000,0.000154,0.001348,2.101478
police carolina,12.000000,0.000307,0.002484,1.367509
police multiple,5.000000,0.000128,0.001147,1.947327
police investigating,17.000000,0.000435,0.003367,3.260715
police incidents,7.000000,0.000179,0.001545,1.680265
police sightings,18.000000,0.000461,0.003539,1.056762
police areas,3.000000,0.000077,0.000727,1.278278
police county,13.000000,0.000333,0.002664,1.408331
police investigate,5.000000,0.000128,0.001147,2.612304
police confirmed,5.000000,0.000128,0.001147,2.458153
police woods,10.000000,0.000256,0.002116,0.757743
police sheriffs,6.000000,0.000154,0.001348,1.341192
police office,4.000000,0.000102,0.000940,0.910084
police cases,3.000000,0.000077,0.000727,1.590653
police reportly,3.000000,0.000077,0.000727,1.328288
police children,10.000000,0.000256,0.002116,0.579052
police situation,7.000000,0.000179,0.001545,1.989000
police investigators,3.000000,0.000077,0.000727,1.947327
police evidence,7.000000,0.000179,0.001545,2.077948
police suspects,5.000000,0.000128,0.001147,2.324622
police officer,11.000000,0.000281,0.002301,2.764772
police receiving,3.000000,0.000077,0.000727,2.426901
police warning,9.000000,0.000230,0.001929,2.624726
police letter,3.000000,0.000077,0.000727,1.185187
police found,12.000000,0.000307,0.002484,1.983695
police left,3.000000,0.000077,0.000727,2.101478
police concerned,4.000000,0.000102,0.000940,2.335093
police neighborhood,3.000000,0.000077,0.000727,1.900807
police posted,7.000000,0.000179,0.001545,1.887904
police property,3.000000,0.000077,0.000727,1.254180
police complaints,4.000000,0.000102,0.000940,1.753171
police lure,6.000000,0.000154,0.001348,1.040606
police public,3.000000,0.000077,0.000727,0.480990
police sic,5.000000,0.000128,0.001147,2.283800
police several,7.000000,0.000179,0.001545,1.408331
police aware,9.000000,0.000230,0.001929,2.689265
police riding,6.000000,0.000154,0.001348,3.605556
police issue,4.000000,0.000102,0.000940,2.144038
police sent,4.000000,0.000102,0.000940,1.668614
police community,3.000000,0.000077,0.000727,1.100030
police suspicious,9.000000,0.000230,0.001929,1.963328
police state,4.000000,0.000102,0.000940,0.836881
police name,3.000000,0.000077,0.000727,1.813796
police presence,5.000000,0.000128,0.001147,2.937726
police resident,3.000000,0.000077,0.000727,1.408331
police money,3.000000,0.000077,0.000727,1.624554
police area,19.000000,0.000486,0.003709,1.985646
police saw,11.000000,0.000281,0.002301,1.836786
police incident,8.000000,0.000205,0.001739,1.506771
police mask,4.000000,0.000102,0.000940,0.579052
police investigated,5.000000,0.000128,0.001147,2.794625
police increased,4.000000,0.000102,0.000940,2.283800
police claims,3.000000,0.000077,0.000727,1.733753
police surveillance,3.000000,0.000077,0.000727,2.912408
police seriously,4.000000,0.000102,0.000940,1.347706
police started,4.000000,0.000102,0.000940,1.290548
police witnesses,4.000000,0.000102,0.000940,2.506943
police wednesday,6.000000,0.000154,0.001348,1.900807
police girl,6.000000,0.000154,0.001348,2.021435
police home,6.000000,0.000154,0.001348,1.574123
police school,12.000000,0.000307,0.002484,0.876886
police park,5.000000,0.000128,0.001147,2.411633
police south,9.000000,0.000230,0.001929,1.246275
police someone,10.000000,0.000256,0.002116,1.532384
police parents,6.000000,0.000154,0.001348,1.495342
police turned,4.000000,0.000102,0.000940,1.783024
police connection,3.000000,0.000077,0.000727,2.219261
police officials,6.000000,0.000154,0.001348,1.772974
police asked,3.000000,0.000077,0.000727,1.557863
police checked,3.000000,0.000077,0.000727,3.045940
police release,5.000000,0.000128,0.001147,2.558237
police heard,4.000000,0.000102,0.000940,1.912236
police investigation,4.000000,0.000102,0.000940,2.060656
police extra,4.000000,0.000102,0.000940,2.976947
police post,4.000000,0.000102,0.000940,1.541862
police learned,3.000000,0.000077,0.000727,2.912408
police men,7.000000,0.000179,0.001545,2.077948
police social,15.000000,0.000384,0.003019,1.604076
police matter,7.000000,0.000179,0.001545,2.010506
police station,4.000000,0.000102,0.000940,2.335093
police suspect,4.000000,0.000102,0.000940,1.983695
police either,3.000000,0.000077,0.000727,2.352793
police confirm,3.000000,0.000077,0.000727,2.912408
police comment,3.000000,0.000077,0.000727,2.158637
police charged,4.000000,0.000102,0.000940,1.783024
police north,5.000000,0.000128,0.001147,1.108226
police city,4.000000,0.000102,0.000940,1.450891
police student,4.000000,0.000102,0.000940,1.615970
police local,3.000000,0.000077,0.000727,0.701390
police posts,3.000000,0.000077,0.000727,1.590653
police warned,7.000000,0.000179,0.001545,2.543311
police allegedly,3.000000,0.000077,0.000727,1.185187
police lurking,5.000000,0.000128,0.001147,2.006168
police statement,7.000000,0.000179,0.001545,2.661094
police middle,3.000000,0.000077,0.000727,1.465489
police wrote,5.000000,0.000128,0.001147,2.006168
police boy,5.000000,0.000128,0.001147,1.718486
police sunday,4.000000,0.000102,0.000940,2.144038
police single,3.000000,0.000077,0.000727,3.382412
police spokesman,6.000000,0.000154,0.001348,2.426901
police today,3.000000,0.000077,0.000727,1.813796
police alleged,4.000000,0.000102,0.000940,2.060656
police scare,3.000000,0.000077,0.000727,0.880976
police responding,5.000000,0.000128,0.001147,2.863618
police outside,3.000000,0.000077,0.000727,1.278278
police arrived,3.000000,0.000077,0.000727,2.506943
police chased,7.000000,0.000179,0.001545,1.927125
police vehicle,3.000000,0.000077,0.000727,2.426901
police dark,3.000000,0.000077,0.000727,1.996118
police sgt,8.000000,0.000205,0.001739,3.333622
police district,3.000000,0.000077,0.000727,1.302970
police monitor,3.000000,0.000077,0.000727,3.382412
police charges,3.000000,0.000077,0.000727,1.495342
police schools,10.000000,0.000256,0.002116,1.239996
police students,5.000000,0.000128,0.001147,0.715184
police ohio,4.000000,0.000102,0.000940,1.783024
police victim,3.000000,0.000077,0.000727,1.900807
police spokeswoman,4.000000,0.000102,0.000940,3.200090
police denise,3.000000,0.000077,0.000727,3.893238
police increase,5.000000,0.000128,0.001147,2.863618
police arrests,3.000000,0.000077,0.000727,1.590653
police country,5.000000,0.000128,0.001147,1.158870
police chief,23.000000,0.000589,0.004377,3.502371
police ken,6.000000,0.000154,0.001348,3.893238
police miller,7.000000,0.000179,0.001545,3.066559
police six,5.000000,0.000128,0.001147,2.794625
police arrest,3.000000,0.000077,0.000727,2.352793
police press,3.000000,0.000077,0.000727,1.856356
police werent,4.000000,0.000102,0.000940,2.976947
police winstonsalem,6.000000,0.000154,0.001348,2.851784
police treats,3.000000,0.000077,0.000727,2.794625
police adult,3.000000,0.000077,0.000727,2.689265
police offered,3.000000,0.000077,0.000727,3.045940
police investigations,3.000000,0.000077,0.000727,3.605556
police behavior,3.000000,0.000077,0.000727,2.047411
police resources,7.000000,0.000179,0.001545,3.274198
police driving,3.000000,0.000077,0.000727,1.772974
police capt,4.000000,0.000102,0.000940,3.893238
police threat,8.000000,0.000205,0.001739,1.495342
police west,4.000000,0.000102,0.000940,2.976947
police georgia,5.000000,0.000128,0.001147,2.036940
police theyve,3.000000,0.000077,0.000727,2.689265
police lt,3.000000,0.000077,0.000727,2.912408
police threats,20.000000,0.000512,0.003878,1.741475
police departments,7.000000,0.000179,0.001545,3.893238
police revealed,3.000000,0.000077,0.000727,2.794625
police violence,3.000000,0.000077,0.000727,1.996118
police alert,7.000000,0.000179,0.001545,3.131098
police trend,3.000000,0.000077,0.000727,1.526114
police complaint,4.000000,0.000102,0.000940,3.200090
police craze,4.000000,0.000102,0.000940,1.615970
police credible,5.000000,0.000128,0.001147,2.324622
police clownrelated,5.000000,0.000128,0.001147,2.036940
police pennsylvania,4.000000,0.000102,0.000940,1.813796
police yelling,3.000000,0.000077,0.000727,3.045940
police huntingdon,3.000000,0.000077,0.000727,3.605556
police hadnt,3.000000,0.000077,0.000727,3.893238
police berks,3.000000,0.000077,0.000727,3.893238
police searching,3.000000,0.000077,0.000727,3.382412
police issued,8.000000,0.000205,0.001739,3.028240
police custody,3.000000,0.000077,0.000727,3.200090
police king,4.000000,0.000102,0.000940,1.328288
police hampton,4.000000,0.000102,0.000940,2.640475
police surrounding,3.000000,0.000077,0.000727,3.382412
police campus,5.000000,0.000128,0.001147,1.696013
police laughing,4.000000,0.000102,0.000940,2.571482
police response,3.000000,0.000077,0.000727,2.047411
police forces,4.000000,0.000102,0.000940,3.487773
police scanner,3.000000,0.000077,0.000727,3.605556
police utah,3.000000,0.000077,0.000727,3.382412
responded clown,10.000000,0.000256,0.002116,1.511366
responded report,5.000000,0.000128,0.001147,2.190594
responded call,3.000000,0.000077,0.000727,3.826173
responded calls,4.000000,0.000102,0.000940,4.447629
responded sighting,4.000000,0.000102,0.000940,4.505898
responded find,3.000000,0.000077,0.000727,4.218215
