Number of pairs,27786.000000
Number of unique pairs,4924
Average pair frequency,5.642973
Pair entropy,8.144008

Pair,Frequency,Proportion,Entropy Term,Mutual Information
clowns used,4.000000,0.000144,0.001273,2.055151
clowns wooden,4.000000,0.000144,0.001273,4.083300
clowns jumped,3.000000,0.000108,0.000986,2.460616
clowns appeared,5.000000,0.000180,0.001552,2.971442
clowns including,5.000000,0.000180,0.001552,2.304963
clowns emerged,3.000000,0.000108,0.000986,3.207831
clowns caused,5.000000,0.000180,0.001552,2.824839
clowns towards,3.000000,0.000108,0.000986,3.102470
clowns cars,5.000000,0.000180,0.001552,3.082668
clowns known,3.000000,0.000108,0.000986,2.571842
clowns happy,3.000000,0.000108,0.000986,2.109219
clowns exist,3.000000,0.000108,0.000986,3.325614
clowns pop,3.000000,0.000108,0.000986,3.613296
clowns talk,3.000000,0.000108,0.000986,2.072851
clowns attempting,7.000000,0.000252,0.002088,3.361982
clowns lurking,12.000000,0.000432,0.003346,3.264989
clowns pennywise,3.000000,0.000108,0.000986,2.109219
clowns carrying,3.000000,0.000108,0.000986,2.571842
clowns flier,5.000000,0.000180,0.001552,3.430974
clowns deep,3.000000,0.000108,0.000986,3.102470
clowns weekend,3.000000,0.000108,0.000986,2.632467
clowns primal,3.000000,0.000108,0.000986,4.018761
clowns dread,3.000000,0.000108,0.000986,3.795618
clowns novel,3.000000,0.000108,0.000986,2.765998
clowns van,6.000000,0.000216,0.001823,2.962708
clowns created,4.000000,0.000144,0.001273,2.859524
clowns violence,5.000000,0.000180,0.001552,2.824839
clowns often,5.000000,0.000180,0.001552,2.971442
clowns living,4.000000,0.000144,0.001273,2.748299
clowns pranksters,4.000000,0.000144,0.001273,2.748299
clowns become,4.000000,0.000144,0.001273,2.396901
clowns killers,8.000000,0.000288,0.002347,3.987989
clowns coulrophobia,4.000000,0.000144,0.001273,2.802366
clowns good,4.000000,0.000144,0.001273,1.238390
clowns attacking,3.000000,0.000108,0.000986,3.795618
clowns headlines,3.000000,0.000108,0.000986,2.920149
clowns killing,3.000000,0.000108,0.000986,3.102470
clowns storm,4.000000,0.000144,0.001273,3.900978
clowns victims,3.000000,0.000108,0.000986,2.765998
clowns branded,6.000000,0.000216,0.001823,4.152292
clowns psycho,8.000000,0.000288,0.002347,4.083300
clowns places,3.000000,0.000108,0.000986,3.325614
clowns frighten,4.000000,0.000144,0.001273,3.746827
clowns freaks,4.000000,0.000144,0.001273,4.306443
juveniles arrested,6.000000,0.000216,0.001823,6.125294
lockdown threat,3.000000,0.000108,0.000986,4.898849
lockdown social,4.000000,0.000144,0.001273,4.675705
lockdown media,4.000000,0.000144,0.001273,4.568347
alabama school,4.000000,0.000144,0.001273,3.259609
alabama woman,3.000000,0.000108,0.000986,4.156118
alabama georgia,3.000000,0.000108,0.000986,5.265093
alabama lockdown,4.000000,0.000144,0.001273,6.022779
alabama people,6.000000,0.000216,0.001823,3.151099
alabama seven,5.000000,0.000180,0.001552,7.295745
latest clown,5.000000,0.000180,0.001552,2.238007
latest trend,3.000000,0.000108,0.000986,5.649154
latest sighting,4.000000,0.000144,0.001273,5.492905
latest news,3.000000,0.000108,0.000986,4.379724
spotted clown,3.000000,0.000108,0.000986,1.161867
spotted driving,3.000000,0.000108,0.000986,5.391325
spotted woods,8.000000,0.000288,0.002347,4.118760
spotted campus,3.000000,0.000108,0.000986,4.781560
spotted streets,3.000000,0.000108,0.000986,5.113693
north school,3.000000,0.000108,0.000986,2.241040
north reports,4.000000,0.000144,0.001273,2.500726
north man,3.000000,0.000108,0.000986,2.931037
north clown,3.000000,0.000108,0.000986,0.551608
north police,5.000000,0.000180,0.001552,1.949736
north reported,3.000000,0.000108,0.000986,2.624663
north carolina,54.000000,0.001943,0.012133,5.879678
north south,11.000000,0.000396,0.003102,4.431690
north babylon,10.000000,0.000360,0.002854,6.901329
north andover,4.000000,0.000144,0.001273,6.678186
carolina ohio,3.000000,0.000108,0.000986,3.857395
carolina reports,13.000000,0.000468,0.003587,3.063195
carolina man,3.000000,0.000108,0.000986,2.314851
carolina dressed,3.000000,0.000108,0.000986,2.174269
carolina clown,19.000000,0.000684,0.004983,1.781248
carolina police,9.000000,0.000324,0.002603,1.921337
carolina reported,6.000000,0.000216,0.001823,2.701624
carolina allegedly,3.000000,0.000108,0.000986,3.577093
carolina creepy,7.000000,0.000252,0.002088,2.500953
carolina incidents,4.000000,0.000144,0.001273,3.512554
carolina georgia,10.000000,0.000360,0.002854,5.121992
carolina clowns,13.000000,0.000468,0.003587,1.860757
carolina alabama,7.000000,0.000252,0.002088,4.567492
carolina woods,3.000000,0.000108,0.000986,1.911485
carolina recent,3.000000,0.000108,0.000986,3.066267
carolina lure,10.000000,0.000360,0.002854,3.851530
carolina south,10.000000,0.000360,0.002854,3.720194
carolina children,6.000000,0.000216,0.001823,2.389927
carolina greenville,3.000000,0.000108,0.000986,2.259791
carolina sightings,6.000000,0.000216,0.001823,2.311711
carolina states,4.000000,0.000144,0.001273,3.466745
carolina august,3.000000,0.000108,0.000986,3.340704
carolina pennsylvania,3.000000,0.000108,0.000986,3.918019
carolina kentucky,4.000000,0.000144,0.001273,4.270240
carolina multiple,5.000000,0.000180,0.001552,4.311062
carolina investigating,4.000000,0.000144,0.001273,4.205702
machete clown,4.000000,0.000144,0.001273,2.014863
machete chased,4.000000,0.000144,0.001273,5.531371
machete woods,4.000000,0.000144,0.001273,3.990926
edge woods,4.000000,0.000144,0.001273,4.376589
calling police,4.000000,0.000144,0.001273,2.985548
calling clowns,3.000000,0.000108,0.000986,2.269561
people school,4.000000,0.000144,0.001273,0.650294
people reports,8.000000,0.000288,0.002347,1.315446
people woman,3.000000,0.000108,0.000986,1.546803
people dressed,46.000000,0.001656,0.010601,3.642057
people clown,48.000000,0.001727,0.010989,1.445769
people threats,6.000000,0.000216,0.001823,1.649875
people police,6.000000,0.000216,0.001823,0.253630
people wearing,10.000000,0.000360,0.002854,2.563313
people mask,4.000000,0.000144,0.001273,1.613405
people arrested,8.000000,0.000288,0.002347,2.625006
people creepy,7.000000,0.000252,0.002088,1.238712
people country,4.000000,0.000144,0.001273,2.002477
people social,3.000000,0.000108,0.000986,1.110878
people media,3.000000,0.000108,0.000986,1.003520
people georgia,3.000000,0.000108,0.000986,2.655778
people chased,3.000000,0.000108,0.000986,2.189688
people clowns,94.000000,0.003383,0.019246,2.576861
people calling,3.000000,0.000108,0.000986,2.986019
people reportedly,3.000000,0.000108,0.000986,2.407942
people woods,3.000000,0.000108,0.000986,0.649243
people lure,8.000000,0.000288,0.002347,2.366144
people called,3.000000,0.000108,0.000986,1.546803
people report,7.000000,0.000252,0.002088,2.063537
people seeing,9.000000,0.000324,0.002603,2.850678
people someone,3.000000,0.000108,0.000986,1.231165
people scary,5.000000,0.000180,0.001552,1.853216
people complex,3.000000,0.000108,0.000986,1.752066
people find,4.000000,0.000144,0.001273,2.052487
people having,3.000000,0.000108,0.000986,2.720316
people know,7.000000,0.000252,0.002088,2.027169
people scare,5.000000,0.000180,0.001552,2.473456
people feel,3.000000,0.000108,0.000986,2.189688
people chasing,3.000000,0.000108,0.000986,2.432634
people scared,6.000000,0.000216,0.001823,3.259313
people causing,3.000000,0.000108,0.000986,3.413463
people received,3.000000,0.000108,0.000986,1.458075
people dressing,15.000000,0.000540,0.004062,3.779708
people makeup,3.000000,0.000108,0.000986,2.292872
people fun,8.000000,0.000288,0.002347,3.210523
people threatening,6.000000,0.000216,0.001823,2.902638
people hysteria,3.000000,0.000108,0.000986,1.690697
people call,3.000000,0.000108,0.000986,1.667166
people scaring,4.000000,0.000144,0.001273,2.943460
people college,4.000000,0.000144,0.001273,2.975209
people king,3.000000,0.000108,0.000986,2.170270
people sightings,3.000000,0.000108,0.000986,0.356323
people costumes,17.000000,0.000612,0.004527,3.666460
people themselves,5.000000,0.000180,0.001552,3.587817
people face,5.000000,0.000180,0.001552,1.968900
people smile,4.000000,0.000144,0.001273,3.113359
people something,4.000000,0.000144,0.001273,1.755235
people looking,3.000000,0.000108,0.000986,2.566166
people believe,3.000000,0.000108,0.000986,2.432634
people laugh,21.000000,0.000756,0.005432,4.283234
people hire,3.000000,0.000108,0.000986,4.329754
people fear,4.000000,0.000144,0.001273,1.844848
people afraid,5.000000,0.000180,0.001552,2.803698
people masks,4.000000,0.000144,0.001273,2.266061
people states,3.000000,0.000108,0.000986,1.916821
people world,4.000000,0.000144,0.001273,2.745634
people see,6.000000,0.000216,0.001823,1.858834
people hiding,3.000000,0.000108,0.000986,3.636607
people jumping,4.000000,0.000144,0.001273,3.844246
people running,3.000000,0.000108,0.000986,2.209491
people part,5.000000,0.000180,0.001552,2.681096
people deputy,4.000000,0.000144,0.001273,2.695624
people posting,3.000000,0.000108,0.000986,3.723618
people acting,4.000000,0.000144,0.001273,3.924289
people threatened,6.000000,0.000216,0.001823,3.818929
people dress,3.000000,0.000108,0.000986,2.625006
people young,3.000000,0.000108,0.000986,2.457952
people adults,3.000000,0.000108,0.000986,3.348925
people used,3.000000,0.000108,0.000986,2.483928
people residing,3.000000,0.000108,0.000986,5.022901
people happy,6.000000,0.000216,0.001823,3.518824
people might,4.000000,0.000144,0.001273,2.537995
people lurking,5.000000,0.000180,0.001552,3.105979
people claiming,3.000000,0.000108,0.000986,3.924289
people carrying,3.000000,0.000108,0.000986,3.288300
people likely,5.000000,0.000180,0.001552,3.799126
people false,4.000000,0.000144,0.001273,3.007998
people living,3.000000,0.000108,0.000986,3.177075
people posing,4.000000,0.000144,0.001273,4.106611
people feeling,3.000000,0.000108,0.000986,3.482456
people phobia,7.000000,0.000252,0.002088,4.483905
people complained,3.000000,0.000108,0.000986,5.022901
people expressing,4.000000,0.000144,0.001273,5.022901
reportedly clown,4.000000,0.000144,0.001273,1.520167
reportedly chased,3.000000,0.000108,0.000986,4.748993
reportedly clowns,4.000000,0.000144,0.001273,1.979165
reportedly woods,6.000000,0.000216,0.001823,3.901695
reportedly lure,5.000000,0.000180,0.001552,4.455446
reportedly children,9.000000,0.000324,0.002603,4.092456
reportedly received,5.000000,0.000180,0.001552,4.528205
woods police,7.000000,0.000252,0.002088,1.208387
woods chased,5.000000,0.000180,0.001552,3.501120
woods clowns,6.000000,0.000216,0.001823,0.625932
woods carolina,7.000000,0.000252,0.002088,2.758783
woods people,7.000000,0.000252,0.002088,1.496541
woods greensboro,4.000000,0.000144,0.001273,4.214070
woods lure,4.000000,0.000144,0.001273,2.473604
woods winstonsalem,3.000000,0.000108,0.000986,4.088907
woods south,5.000000,0.000180,0.001552,2.565411
woods report,3.000000,0.000108,0.000986,2.016845
woods apartment,10.000000,0.000360,0.002854,3.604304
woods complex,9.000000,0.000324,0.002603,3.651284
woods treats,4.000000,0.000144,0.001273,4.907217
woods night,3.000000,0.000108,0.000986,1.987646
woods week,3.000000,0.000108,0.000986,2.378825
woods greenville,8.000000,0.000288,0.002347,2.778985
woods son,3.000000,0.000108,0.000986,3.338601
woods fleetwood,4.000000,0.000144,0.001273,3.166751
woods manor,4.000000,0.000144,0.001273,3.202469
woods large,8.000000,0.000288,0.002347,4.406442
woods child,3.000000,0.000108,0.000986,2.896768
woods money,11.000000,0.000396,0.003102,4.666055
woods green,3.000000,0.000108,0.000986,3.115458
woods strange,7.000000,0.000252,0.002088,4.185899
woods whispering,10.000000,0.000360,0.002854,5.561143
woods noises,9.000000,0.000324,0.002603,5.381675
woods boy,3.000000,0.000108,0.000986,2.990294
woods flashing,3.000000,0.000108,0.000986,4.524225
woods laser,3.000000,0.000108,0.000986,4.357171
woods amounts,5.000000,0.000180,0.001552,4.793888
woods young,3.000000,0.000108,0.000986,3.258558
woods hoax,5.000000,0.000180,0.001552,3.582798
woods displaying,6.000000,0.000216,0.001823,5.669357
woods further,4.000000,0.000144,0.001273,4.501752
woods candy,6.000000,0.000216,0.001823,4.619535
greensboro police,9.000000,0.000324,0.002603,3.936240
greensboro north,4.000000,0.000144,0.001273,5.291891
greensboro carolina,4.000000,0.000144,0.001273,4.675705
greensboro statement,3.000000,0.000108,0.000986,6.220605
following reports,6.000000,0.000216,0.001823,4.042544
following threats,4.000000,0.000144,0.001273,4.259190
following message,3.000000,0.000108,0.000986,5.498708
recent reports,9.000000,0.000324,0.002603,3.388617
recent clown,25.000000,0.000900,0.006310,2.748832
recent creepy,8.000000,0.000288,0.002347,3.327632
recent social,3.000000,0.000108,0.000986,3.066267
recent media,3.000000,0.000108,0.000986,2.958909
recent weeks,7.000000,0.000252,0.002088,5.260639
recent clowns,3.000000,0.000108,0.000986,1.087567
recent people,3.000000,0.000108,0.000986,1.804026
recent scary,4.000000,0.000144,0.001273,3.585461
recent days,5.000000,0.000180,0.001552,4.737581
recent hysteria,4.000000,0.000144,0.001273,3.933768
recent sightings,8.000000,0.000288,0.002347,3.292541
recent rash,7.000000,0.000252,0.002088,5.591996
recent months,8.000000,0.000288,0.002347,3.412285
recent scares,3.000000,0.000108,0.000986,6.285143
recent spate,5.000000,0.000180,0.001552,6.390504
lure kids,19.000000,0.000684,0.004983,4.316633
lure forest,3.000000,0.000108,0.000986,5.019135
lure people,3.000000,0.000108,0.000986,1.385315
lure woods,87.000000,0.003131,0.018055,5.553217
lure winstonsalem,4.000000,0.000144,0.001273,5.112661
lure south,5.000000,0.000180,0.001552,3.301483
lure children,73.000000,0.002627,0.015611,5.163064
lure treats,6.000000,0.000216,0.001823,6.048754
lure large,3.000000,0.000108,0.000986,4.161685
lure money,5.000000,0.000180,0.001552,4.613670
lure hoax,4.000000,0.000144,0.001273,4.095727
lure candy,5.000000,0.000180,0.001552,5.173286
lure van,5.000000,0.000180,0.001552,5.033524
winstonsalem clown,3.000000,0.000108,0.000986,2.112843
winstonsalem police,3.000000,0.000108,0.000986,3.000147
winstonsalem north,7.000000,0.000252,0.002088,6.014026
winstonsalem carolina,7.000000,0.000252,0.002088,5.397840
south reports,7.000000,0.000252,0.002088,2.587257
south clown,7.000000,0.000252,0.002088,0.925820
south police,8.000000,0.000288,0.002347,1.946655
south reported,5.000000,0.000180,0.001552,2.662403
south creepy,6.000000,0.000216,0.001823,2.489904
south georgia,7.000000,0.000252,0.002088,4.908418
south clowns,10.000000,0.000360,0.002854,1.741494
south alabama,5.000000,0.000180,0.001552,4.374120
south carolina,98.000000,0.003527,0.019918,6.002576
south children,4.000000,0.000144,0.001273,2.127563
south sightings,3.000000,0.000108,0.000986,1.761665
south river,4.000000,0.000144,0.001273,5.329632
south began,3.000000,0.000108,0.000986,3.595031
south investigating,4.000000,0.000144,0.001273,4.348802
south toms,5.000000,0.000180,0.001552,5.840457
witness person,4.000000,0.000144,0.001273,5.291891
called clown,11.000000,0.000396,0.003102,1.670629
called police,14.000000,0.000504,0.003826,2.799094
called report,9.000000,0.000324,0.002603,4.013017
called someone,4.000000,0.000144,0.001273,3.217013
called apartment,4.000000,0.000144,0.001273,3.585573
called complex,3.000000,0.000108,0.000986,3.450232
called county,3.000000,0.000108,0.000986,2.769824
called sheriffs,4.000000,0.000144,0.001273,3.750653
called greenville,3.000000,0.000108,0.000986,2.695716
called cops,3.000000,0.000108,0.000986,4.929308
called coulrophobia,3.000000,0.000108,0.000986,4.929308
report dressed,12.000000,0.000432,0.003346,3.665924
report clown,27.000000,0.000972,0.006740,2.238007
report police,4.000000,0.000144,0.001273,1.215767
report wearing,4.000000,0.000144,0.001273,3.014624
report clowns,12.000000,0.000432,0.003346,1.886075
report people,8.000000,0.000288,0.002347,2.197068
report seeing,4.000000,0.000144,0.001273,3.407350
report someone,7.000000,0.000252,0.002088,3.446065
report scary,3.000000,0.000108,0.000986,2.709992
report children,5.000000,0.000180,0.001552,2.312966
report saw,5.000000,0.000180,0.001552,3.163660
report sighting,4.000000,0.000144,0.001273,3.806506
report greenville,4.000000,0.000144,0.001273,2.652834
report person,4.000000,0.000144,0.001273,2.871523
report received,3.000000,0.000108,0.000986,2.825677
report nothing,3.000000,0.000108,0.000986,3.411578
report sightings,3.000000,0.000108,0.000986,1.723925
report several,4.000000,0.000144,0.001273,3.202087
report deputy,4.000000,0.000144,0.001273,4.063226
report aug,3.000000,0.000108,0.000986,4.353622
report suspicious,8.000000,0.000288,0.002347,4.326810
report character,3.000000,0.000108,0.000986,4.311062
report obtained,3.000000,0.000108,0.000986,5.879678
seeing man,4.000000,0.000144,0.001273,3.243721
seeing dressed,7.000000,0.000252,0.002088,3.662755
seeing clown,24.000000,0.000864,0.006093,2.656051
seeing media,3.000000,0.000108,0.000986,2.906949
seeing clowns,25.000000,0.000900,0.006310,3.155871
seeing woods,5.000000,0.000180,0.001552,3.063498
seeing lure,3.000000,0.000108,0.000986,3.288744
seeing arnold,4.000000,0.000144,0.001273,5.177131
seeing basketball,4.000000,0.000144,0.001273,6.520865
seeing court,4.000000,0.000144,0.001273,5.479412
seeing lurking,4.000000,0.000144,0.001273,4.786264
someone dressed,25.000000,0.000900,0.006310,4.414819
someone clown,39.000000,0.001404,0.009220,2.620657
someone reported,3.000000,0.000108,0.000986,2.128763
someone wearing,7.000000,0.000252,0.002088,3.589165
someone mask,8.000000,0.000288,0.002347,3.689080
someone lure,4.000000,0.000144,0.001273,3.055525
someone saw,4.000000,0.000144,0.001273,2.955442
someone playing,3.000000,0.000108,0.000986,4.325988
someone gets,3.000000,0.000108,0.000986,4.731453
someone hurt,4.000000,0.000144,0.001273,4.390526
someone else,5.000000,0.000180,0.001552,4.377281
someone facebook,4.000000,0.000144,0.001273,3.337376
someone car,3.000000,0.000108,0.000986,3.632841
someone costume,6.000000,0.000216,0.001823,3.977681
scary clown,50.000000,0.001799,0.011373,2.980344
scary red,5.000000,0.000180,0.001552,3.835633
scary mask,5.000000,0.000180,0.001552,3.330302
scary creepy,4.000000,0.000144,0.001273,2.172849
scary clowns,34.000000,0.001224,0.008206,3.053680
scary sightings,7.000000,0.000252,0.002088,2.697374
scary funny,3.000000,0.000108,0.000986,3.786626
curly wig,6.000000,0.000216,0.001823,8.251256
curly yellow,6.000000,0.000216,0.001823,8.944403
curly dotted,6.000000,0.000216,0.001823,9.349868
yellow dotted,6.000000,0.000216,0.001823,9.098554
yellow shirt,6.000000,0.000216,0.001823,7.894581
yellow blue,6.000000,0.000216,0.001823,7.999942
dotted clown,5.000000,0.000180,0.001552,3.665123
dotted shirt,6.000000,0.000216,0.001823,8.300046
dotted blue,6.000000,0.000216,0.001823,8.405407
shirt clown,5.000000,0.000180,0.001552,2.461150
shirt blue,6.000000,0.000216,0.001823,7.201434
shirt pants,6.000000,0.000216,0.001823,7.147367
blue clown,10.000000,0.000360,0.002854,3.259658
blue pants,8.000000,0.000288,0.002347,7.540409
pants clown,5.000000,0.000180,0.001552,2.512443
pants shoes,6.000000,0.000216,0.001823,7.007605
shoes red,6.000000,0.000216,0.001823,5.661584
shoes woods,4.000000,0.000144,0.001273,4.074308
shoes bushy,5.000000,0.000180,0.001552,7.690281
shoes hair,5.000000,0.000180,0.001552,5.857699
apartment clown,5.000000,0.000180,0.001552,0.935094
apartment police,4.000000,0.000144,0.001273,1.599254
apartment people,3.000000,0.000108,0.000986,1.599725
apartment woods,3.000000,0.000108,0.000986,2.400331
apartment lure,3.000000,0.000108,0.000986,3.136404
apartment south,4.000000,0.000144,0.001273,3.292750
apartment complex,65.000000,0.002339,0.014171,6.578929
apartment greenville,13.000000,0.000468,0.003587,4.214975
apartment minutes,3.000000,0.000108,0.000986,4.694548
apartment fleetwood,3.000000,0.000108,0.000986,3.829551
apartment areas,4.000000,0.000144,0.001273,4.446712
apartment complexes,6.000000,0.000216,0.001823,6.773990
apartment doors,3.000000,0.000108,0.000986,5.474707
apartment buildings,3.000000,0.000108,0.000986,5.926692
complex reports,3.000000,0.000108,0.000986,2.238045
complex clown,9.000000,0.000324,0.002603,1.675221
complex police,4.000000,0.000144,0.001273,1.751594
complex clowns,5.000000,0.000180,0.001552,1.546433
complex carolina,5.000000,0.000180,0.001552,3.525133
complex people,3.000000,0.000108,0.000986,1.752066
complex south,6.000000,0.000216,0.001823,3.850556
complex called,3.000000,0.000108,0.000986,3.450232
complex children,3.000000,0.000108,0.000986,2.337967
complex greenville,10.000000,0.000360,0.002854,4.104952
complex received,3.000000,0.000108,0.000986,3.361504
complex minutes,3.000000,0.000108,0.000986,4.846889
complex residents,4.000000,0.000144,0.001273,3.858278
complex warned,3.000000,0.000108,0.000986,4.692738
complex fleetwood,3.000000,0.000108,0.000986,3.981892
complex letter,4.000000,0.000144,0.001273,4.483984
officers clown,13.000000,0.000468,0.003587,2.207701
officers area,7.000000,0.000252,0.002088,4.161799
officers clowns,5.000000,0.000180,0.001552,1.711188
officers called,4.000000,0.000144,0.001273,3.902669
officers unable,4.000000,0.000144,0.001273,6.280156
officers find,6.000000,0.000216,0.001823,4.526136
officers saw,3.000000,0.000108,0.000986,3.353416
officers responded,4.000000,0.000144,0.001273,5.076183
officers evidence,3.000000,0.000108,0.000986,4.428498
officers found,3.000000,0.000108,0.000986,3.584528
officers arrived,3.000000,0.000108,0.000986,5.550641
officers locate,6.000000,0.000216,0.001823,6.580260
officers patrol,3.000000,0.000108,0.000986,5.624749
unable find,4.000000,0.000144,0.001273,6.128139
unable evidence,4.000000,0.000144,0.001273,6.723648
find clown,12.000000,0.000432,0.003346,1.975642
find creepy,3.000000,0.000108,0.000986,2.307582
find clowns,8.000000,0.000288,0.002347,2.029176
find funny,3.000000,0.000108,0.000986,4.209040
find evidence,3.000000,0.000108,0.000986,4.276482
find suspicious,3.000000,0.000108,0.000986,3.894547
find humorous,3.000000,0.000108,0.000986,6.651388
find mimic,3.000000,0.000108,0.000986,6.939070
matching description,3.000000,0.000108,0.000986,8.810872
lives matter,19.000000,0.000684,0.004983,6.649365
lives scheduled,7.000000,0.000252,0.002088,7.093220
lives march,8.000000,0.000288,0.002347,6.495864
wife children,3.000000,0.000108,0.000986,4.309520
children school,7.000000,0.000252,0.002088,1.795811
children schools,5.000000,0.000180,0.001552,2.214295
children clown,17.000000,0.000612,0.004527,0.993683
children seriously,3.000000,0.000108,0.000986,2.664364
children police,12.000000,0.000432,0.003346,1.532679
children approached,3.000000,0.000108,0.000986,4.222509
children reported,10.000000,0.000360,0.002854,2.536110
children chased,3.000000,0.000108,0.000986,2.775590
children bus,3.000000,0.000108,0.000986,3.449319
children clowns,37.000000,0.001332,0.008817,2.230386
children forest,4.000000,0.000144,0.001273,4.356040
children carolina,3.000000,0.000108,0.000986,1.696780
children people,3.000000,0.000108,0.000986,0.434538
children woods,74.000000,0.002663,0.015788,4.440597
children lure,10.000000,0.000360,0.002854,3.175190
children south,4.000000,0.000144,0.001273,2.127563
children report,5.000000,0.000180,0.001552,2.312966
children seeing,5.000000,0.000180,0.001552,2.848793
children apartment,5.000000,0.000180,0.001552,2.696452
children officers,3.000000,0.000108,0.000986,2.502723
children saw,5.000000,0.000180,0.001552,2.381959
children greenville,7.000000,0.000252,0.002088,2.430749
children join,3.000000,0.000108,0.000986,4.915656
children sightings,4.000000,0.000144,0.001273,1.229906
children alone,4.000000,0.000144,0.001273,3.498590
children safe,3.000000,0.000108,0.000986,3.123896
children live,4.000000,0.000144,0.001273,4.104726
children money,4.000000,0.000144,0.001273,3.439749
children deputy,3.000000,0.000108,0.000986,2.993843
children areas,4.000000,0.000144,0.001273,3.281525
children believed,5.000000,0.000180,0.001552,4.733334
children lived,5.000000,0.000180,0.001552,4.915656
children house,6.000000,0.000216,0.001823,2.691032
children adult,5.000000,0.000180,0.001552,4.915656
children wooded,3.000000,0.000108,0.000986,3.210908
children walking,5.000000,0.000180,0.001552,3.175190
children adults,5.000000,0.000180,0.001552,4.445652
children hoax,4.000000,0.000144,0.001273,3.144950
children persuade,3.000000,0.000108,0.000986,5.321121
children supervised,6.000000,0.000216,0.001823,5.608803
children wilson,4.000000,0.000144,0.001273,4.597202
children turn,3.000000,0.000108,0.000986,3.934827
children presence,4.000000,0.000144,0.001273,4.430148
children stranger,3.000000,0.000108,0.000986,4.761505
children candy,8.000000,0.000288,0.002347,4.692512
children experience,4.000000,0.000144,0.001273,5.049187
children van,6.000000,0.000216,0.001823,4.265068
saw school,3.000000,0.000108,0.000986,1.799207
saw man,14.000000,0.000504,0.003826,4.029650
saw dressed,12.000000,0.000432,0.003346,3.734917
saw clown,51.000000,0.001835,0.011564,2.942988
saw wearing,5.000000,0.000180,0.001552,3.306760
saw mask,3.000000,0.000108,0.000986,2.762318
saw kids,4.000000,0.000144,0.001273,2.658405
saw clowns,25.000000,0.000900,0.006310,2.689037
saw people,4.000000,0.000144,0.001273,1.572914
saw woods,9.000000,0.000324,0.002603,3.184450
saw someone,5.000000,0.000180,0.001552,3.178585
saw children,3.000000,0.000108,0.000986,1.871133
saw pictures,3.000000,0.000108,0.000986,4.262272
saw person,5.000000,0.000180,0.001552,3.163660
saw several,5.000000,0.000180,0.001552,3.494223
saw suspicious,3.000000,0.000108,0.000986,3.414974
saw flashing,7.000000,0.000252,0.002088,6.007511
saw largefigured,5.000000,0.000180,0.001552,5.871710
saw blinking,8.000000,0.000288,0.002347,5.973989
saw drive,3.000000,0.000108,0.000986,4.919051
saw darkcolored,3.000000,0.000108,0.000986,5.948671
chase kids,4.000000,0.000144,0.001273,5.192102
sighting reported,8.000000,0.000288,0.002347,4.029650
sighting carolina,4.000000,0.000144,0.001273,3.701146
sighting south,4.000000,0.000144,0.001273,3.844246
sighting apartment,3.000000,0.000108,0.000986,3.902310
sighting complex,3.000000,0.000108,0.000986,4.054651
sighting miles,3.000000,0.000108,0.000986,6.026204
sighting apartments,3.000000,0.000108,0.000986,4.416766
sighting shemwood,6.000000,0.000216,0.001823,6.478189
days police,4.000000,0.000144,0.001273,2.270894
days carolina,3.000000,0.000108,0.000986,3.533608
days people,3.000000,0.000108,0.000986,2.271366
days later,4.000000,0.000144,0.001273,4.940105
treats woods,3.000000,0.000108,0.000986,4.619535
second clown,3.000000,0.000108,0.000986,2.055685
second sighting,4.000000,0.000144,0.001273,5.821409
night reports,4.000000,0.000144,0.001273,1.960701
night clown,6.000000,0.000216,0.001823,0.704730
night hours,8.000000,0.000288,0.002347,4.777184
night police,7.000000,0.000252,0.002088,1.746184
night reported,4.000000,0.000144,0.001273,2.372320
night creepy,4.000000,0.000144,0.001273,2.017499
night clowns,6.000000,0.000216,0.001823,1.163729
night someone,4.000000,0.000144,0.001273,2.857250
night children,6.000000,0.000216,0.001823,2.466089
night greenville,5.000000,0.000180,0.001552,2.846778
night during,3.000000,0.000108,0.000986,3.876398
night department,3.000000,0.000108,0.000986,2.895569
night wooded,11.000000,0.000396,0.003102,5.262692
night walking,11.000000,0.000396,0.003102,4.716148
night roads,11.000000,0.000396,0.003102,5.986611
night times,6.000000,0.000216,0.001823,4.515478
wielding clown,3.000000,0.000108,0.000986,2.238007
wielding machete,5.000000,0.000180,0.001552,6.978290
wielding knife,3.000000,0.000108,0.000986,6.130992
wielding knives,3.000000,0.000108,0.000986,7.288445
forsyth county,6.000000,0.000216,0.001823,6.245922
county schools,4.000000,0.000144,0.001273,2.628270
county reports,3.000000,0.000108,0.000986,1.557637
county clown,4.000000,0.000144,0.001273,0.183883
county threats,3.000000,0.000108,0.000986,2.179749
county police,10.000000,0.000360,0.002854,1.987477
county incident,3.000000,0.000108,0.000986,2.855898
county clowns,8.000000,0.000288,0.002347,1.336029
county carolina,3.000000,0.000108,0.000986,2.333899
county people,5.000000,0.000180,0.001552,1.582483
county south,3.000000,0.000108,0.000986,2.477000
county sheriffs,48.000000,0.001727,0.010989,5.760415
county office,44.000000,0.001584,0.010211,5.635663
county received,10.000000,0.000360,0.002854,3.885068
county deputies,8.000000,0.000288,0.002347,4.198230
county fleetwood,4.000000,0.000144,0.001273,3.589165
county kentucky,3.000000,0.000108,0.000986,3.943337
county department,10.000000,0.000360,0.002854,3.984159
