Number of pairs,28825.000000
Number of unique pairs,4916
Average pair frequency,5.863507
Pair entropy,8.096612

Pair,Frequency,Proportion,Entropy Term,Mutual Information
given tensions,4.000000,0.000139,0.001233,7.675591
given entertainers,4.000000,0.000139,0.001233,7.809122
given chance,3.000000,0.000104,0.000954,6.982444
given nature,3.000000,0.000104,0.000954,7.069455
current clowns,11.000000,0.000382,0.003004,2.543364
current sightings,5.000000,0.000173,0.001502,3.925303
current panic,3.000000,0.000104,0.000954,5.466096
current climate,3.000000,0.000104,0.000954,7.387909
remove clowns,3.000000,0.000104,0.000954,3.323523
online clowns,8.000000,0.000278,0.002273,1.665294
online threats,4.000000,0.000139,0.001233,3.742949
seemed see,3.000000,0.000104,0.000954,4.223841
turned social,4.000000,0.000139,0.001233,3.664477
turned media,3.000000,0.000104,0.000954,3.269436
turned hoaxes,4.000000,0.000139,0.001233,5.119764
turned something,3.000000,0.000104,0.000954,3.733470
turned marketing,3.000000,0.000104,0.000954,4.776512
search clowns,3.000000,0.000104,0.000954,1.714085
led arrests,3.000000,0.000104,0.000954,6.317468
message clowns,6.000000,0.000208,0.001765,1.477696
message police,3.000000,0.000104,0.000954,2.159105
message parents,3.000000,0.000104,0.000954,4.265789
message facebook,4.000000,0.000139,0.001233,4.553471
outfits halloween,3.000000,0.000104,0.000954,5.596149
apparently clowns,5.000000,0.000173,0.001502,2.042589
frenzy clowns,3.000000,0.000104,0.000954,1.857185
reached hand,3.000000,0.000104,0.000954,4.919339
washington post,4.000000,0.000139,0.001233,5.904885
washington university,3.000000,0.000104,0.000954,5.829764
washington dc,3.000000,0.000104,0.000954,8.081056
posts clowns,4.000000,0.000139,0.001233,1.308620
posts add,4.000000,0.000139,0.001233,6.410994
ben radford,3.000000,0.000104,0.000954,7.975696
october clowns,9.000000,0.000312,0.002520,1.994387
october threats,3.000000,0.000104,0.000954,3.666576
august reports,6.000000,0.000208,0.001765,3.220921
august clowns,11.000000,0.000382,0.003004,1.678367
august police,5.000000,0.000173,0.001502,2.264466
august reported,3.000000,0.000104,0.000954,2.939393
august kids,3.000000,0.000104,0.000954,3.127285
august carolina,6.000000,0.000208,0.001765,3.997183
august people,4.000000,0.000139,0.001233,2.329476
august south,7.000000,0.000243,0.002021,4.294434
august apartment,3.000000,0.000104,0.000954,3.792882
august children,4.000000,0.000139,0.001233,2.915378
august sighting,4.000000,0.000139,0.001233,4.632061
august greenville,4.000000,0.000139,0.001233,3.478389
august residents,4.000000,0.000139,0.001233,4.148006
august suspicious,3.000000,0.000104,0.000954,4.171536
residents clowns,11.000000,0.000382,0.003004,1.267071
residents reported,4.000000,0.000139,0.001233,2.815779
residents kids,3.000000,0.000104,0.000954,2.715989
residents north,3.000000,0.000104,0.000954,3.508926
residents edge,3.000000,0.000104,0.000954,5.070162
residents people,3.000000,0.000104,0.000954,1.630498
residents seeing,3.000000,0.000104,0.000954,3.533927
residents apartment,9.000000,0.000312,0.002520,4.480199
residents complex,5.000000,0.000173,0.001502,4.044753
residents children,3.000000,0.000104,0.000954,2.216400
residents county,4.000000,0.000139,0.001233,3.141201
residents greenville,10.000000,0.000347,0.002764,3.983384
residents fleetwood,11.000000,0.000382,0.003004,5.159607
residents manor,11.000000,0.000382,0.003004,5.195325
residents apartments,6.000000,0.000208,0.001765,4.589189
residents keep,3.000000,0.000104,0.000954,4.319856
residents sc,3.000000,0.000104,0.000954,5.070162
residents suspicious,5.000000,0.000173,0.001502,4.271066
prompted police,4.000000,0.000139,0.001233,3.781789
deputies reports,5.000000,0.000173,0.001502,2.954516
deputies clowns,15.000000,0.000520,0.003935,1.904438
deputies area,8.000000,0.000278,0.002273,4.336220
deputies called,5.000000,0.000173,0.001502,4.166702
deputies apartment,6.000000,0.000208,0.001765,4.401946
deputies complex,3.000000,0.000104,0.000954,3.861140
deputies unable,3.000000,0.000104,0.000954,6.033363
deputies find,3.000000,0.000104,0.000954,3.873879
deputies children,4.000000,0.000139,0.001233,2.831295
deputies county,4.000000,0.000139,0.001233,3.468414
deputies greenville,3.000000,0.000104,0.000954,3.106624
deputies person,3.000000,0.000104,0.000954,3.325313
deputies responded,3.000000,0.000104,0.000954,4.829390
deputies received,5.000000,0.000173,0.001502,4.077974
deputies evidence,4.000000,0.000139,0.001233,4.757070
deputies backyard,4.000000,0.000139,0.001233,6.321045
deputies found,5.000000,0.000173,0.001502,4.136243
deputies substantiate,4.000000,0.000139,0.001233,6.215685
deputies emerald,3.000000,0.000104,0.000954,6.151146
deputies patrolling,3.000000,0.000104,0.000954,6.621150
nearby forest,3.000000,0.000104,0.000954,6.828293
criminal clowns,3.000000,0.000104,0.000954,1.377612
criminal charges,5.000000,0.000173,0.001502,6.240506
warned clowns,10.000000,0.000347,0.002764,2.293903
warned people,3.000000,0.000104,0.000954,2.752641
warned residents,4.000000,0.000139,0.001233,4.858852
property reports,3.000000,0.000104,0.000954,2.833155
property due,3.000000,0.000104,0.000954,5.575530
property received,3.000000,0.000104,0.000954,3.956614
property damage,4.000000,0.000139,0.001233,6.710510
property childrens,6.000000,0.000208,0.001765,5.945904
property manager,13.000000,0.000451,0.003475,7.313801
property fleetwood,7.000000,0.000243,0.002021,5.424299
property manor,6.000000,0.000208,0.001765,5.305867
property complaints,4.000000,0.000139,0.001233,5.381374
property daily,6.000000,0.000208,0.001765,5.980995
property letter,3.000000,0.000104,0.000954,4.791411
property ensure,6.000000,0.000208,0.001765,6.748250
property sic,5.000000,0.000173,0.001502,5.912002
property management,7.000000,0.000243,0.002021,7.164765
property indicates,3.000000,0.000104,0.000954,7.010615
property violence,3.000000,0.000104,0.000954,5.529010
property injury,3.000000,0.000104,0.000954,7.521440
manager fleetwood,7.000000,0.000243,0.002021,6.389380
manager manor,7.000000,0.000243,0.002021,6.425098
manager apartments,5.000000,0.000173,0.001502,6.088626
fleetwood reported,3.000000,0.000104,0.000954,2.939393
fleetwood apartment,7.000000,0.000243,0.002021,4.640180
fleetwood complex,6.000000,0.000208,0.001765,4.638370
fleetwood greenville,6.000000,0.000208,0.001765,3.883854
fleetwood son,4.000000,0.000139,0.001233,5.018834
fleetwood childrens,8.000000,0.000278,0.002273,5.928204
fleetwood manor,54.000000,0.001873,0.011765,7.197710
fleetwood apartments,32.000000,0.001110,0.007553,6.674461
fleetwood drive,3.000000,0.000104,0.000954,5.675614
fleetwood letterhead,3.000000,0.000104,0.000954,7.216059
manor reported,3.000000,0.000104,0.000954,2.975111
manor seeing,3.000000,0.000104,0.000954,3.980941
manor apartment,7.000000,0.000243,0.002021,4.675898
manor complex,6.000000,0.000208,0.001765,4.674088
manor greenville,10.000000,0.000347,0.002764,4.430398
manor son,4.000000,0.000139,0.001233,5.054552
manor childrens,8.000000,0.000278,0.002273,5.963922
manor apartments,33.000000,0.001145,0.007753,6.740951
manor letter,3.000000,0.000104,0.000954,4.521748
manor sic,8.000000,0.000278,0.002273,6.112342
manor letterhead,3.000000,0.000104,0.000954,7.251777
manor reminds,3.000000,0.000104,0.000954,6.964095
apartments safety,8.000000,0.000278,0.002273,5.236874
apartments children,4.000000,0.000139,0.001233,2.951096
apartments greenville,8.000000,0.000278,0.002273,4.207254
apartments public,3.000000,0.000104,0.000954,3.828600
apartments sightings,4.000000,0.000139,0.001233,2.872880
apartments childrens,8.000000,0.000278,0.002273,5.963922
apartments fleetwood,3.000000,0.000104,0.000954,4.307338
apartments safe,3.000000,0.000104,0.000954,4.766870
apartments sic,7.000000,0.000243,0.002021,5.978811
apartments letterhead,3.000000,0.000104,0.000954,7.251777
apartments reminds,3.000000,0.000104,0.000954,6.964095
began reports,5.000000,0.000173,0.001502,3.149825
began clowns,3.000000,0.000104,0.000954,0.490309
began august,6.000000,0.000208,0.001765,5.075992
began panic,3.000000,0.000104,0.000954,4.712325
pranks hoaxes,4.000000,0.000139,0.001233,5.794219
pranks funny,3.000000,0.000104,0.000954,5.233244
cases clowns,3.000000,0.000104,0.000954,0.925627
cases police,4.000000,0.000139,0.001233,2.587866
cases people,5.000000,0.000173,0.001502,3.099163
cases hoaxes,3.000000,0.000104,0.000954,5.305867
cases true,3.000000,0.000104,0.000954,5.565378
evidence clowns,12.000000,0.000416,0.003241,2.047229
evidence video,4.000000,0.000139,0.001233,4.858852
evidence sightings,3.000000,0.000104,0.000954,2.831331
evidence substantiate,3.000000,0.000104,0.000954,6.293937
evidence surveillance,4.000000,0.000139,0.001233,6.686980
evidence surfaced,3.000000,0.000104,0.000954,5.888472
evidence named,3.000000,0.000104,0.000954,5.763309
evidence suspects,3.000000,0.000104,0.000954,5.418468
planning clowns,4.000000,0.000139,0.001233,2.630375
images clowns,3.000000,0.000104,0.000954,1.649546
images recent,3.000000,0.000104,0.000954,5.267645
associated press,6.000000,0.000208,0.001765,7.350426
violent clowns,3.000000,0.000104,0.000954,1.937228
violent threats,5.000000,0.000173,0.001502,5.218855
such horror,3.000000,0.000104,0.000954,4.777022
horror story,5.000000,0.000173,0.001502,5.351027
horror movies,3.000000,0.000104,0.000954,6.183936
horror stephen,6.000000,0.000208,0.001765,5.391698
horror king,6.000000,0.000208,0.001765,5.410746
horror author,4.000000,0.000139,0.001233,6.759300
horror year,3.000000,0.000104,0.000954,4.643491
horror movie,8.000000,0.000278,0.002273,6.038754
horror film,7.000000,0.000243,0.002021,6.183936
horror television,3.000000,0.000104,0.000954,6.722933
horror remake,4.000000,0.000139,0.001233,6.653940
author clowns,4.000000,0.000139,0.001233,2.512592
author stephen,4.000000,0.000139,0.001233,6.477888
author king,4.000000,0.000139,0.001233,6.496936
author bad,5.000000,0.000173,0.001502,7.060405
peoples clowns,3.000000,0.000104,0.000954,1.531763
peoples fear,3.000000,0.000104,0.000954,4.903002
peoples fears,4.000000,0.000139,0.001233,6.663990
hit clowns,3.000000,0.000104,0.000954,0.988148
sales year,4.000000,0.000139,0.001233,5.980995
year clowns,8.000000,0.000278,0.002273,1.377612
year evil,3.000000,0.000104,0.000954,4.420348
year brad,3.000000,0.000104,0.000954,6.540611
year butler,3.000000,0.000104,0.000954,5.847464
year old,4.000000,0.000139,0.001233,4.708030
year production,4.000000,0.000139,0.001233,6.540611
year five,3.000000,0.000104,0.000954,5.074274
year begins,4.000000,0.000139,0.001233,6.540611
year olds,5.000000,0.000173,0.001502,7.233758
less quickenloans,3.000000,0.000104,0.000954,8.026989
hurt clowns,3.000000,0.000104,0.000954,1.020937
hurt someone,3.000000,0.000104,0.000954,4.066176
epidemic clowns,6.000000,0.000208,0.001765,2.342693
epidemic sightings,3.000000,0.000104,0.000954,3.819942
mysterious clowns,6.000000,0.000208,0.001765,3.035840
evil clowns,32.000000,0.001110,0.007553,2.877235
evil scary,3.000000,0.000104,0.000954,3.666576
evil children,3.000000,0.000104,0.000954,2.758724
evil sightings,3.000000,0.000104,0.000954,2.680508
evil masks,3.000000,0.000104,0.000954,4.302564
percent creepy,4.000000,0.000139,0.001233,4.350355
percent afraid,3.000000,0.000104,0.000954,5.964131
express eye,3.000000,0.000104,0.000954,7.387909
express tv,3.000000,0.000104,0.000954,7.521440
express opener,3.000000,0.000104,0.000954,8.774203
brad butler,5.000000,0.000173,0.001502,8.591882
brad national,3.000000,0.000104,0.000954,7.387909
butler halloween,4.000000,0.000139,0.001233,5.596149
butler costume,3.000000,0.000104,0.000954,5.653308
butler national,3.000000,0.000104,0.000954,6.694762
opinion clowns,3.000000,0.000104,0.000954,2.630375
site women,3.000000,0.000104,0.000954,7.857913
site tophatter,3.000000,0.000104,0.000954,8.956525
image clowns,7.000000,0.000243,0.002021,1.973596
image twitter,3.000000,0.000104,0.000954,5.149862
world clowns,15.000000,0.000520,0.003935,2.368011
world association,10.000000,0.000347,0.002764,7.333184
association convention,3.000000,0.000104,0.000954,7.713331
president clowns,7.000000,0.000243,0.002021,2.273700
president situation,3.000000,0.000104,0.000954,5.373006
president briefed,5.000000,0.000173,0.001502,8.263378
randy christensen,4.000000,0.000139,0.001233,8.551060
recently reports,4.000000,0.000139,0.001233,3.144935
recently clowns,7.000000,0.000243,0.002021,1.555861
recently york,3.000000,0.000104,0.000954,4.980589
crazy clowns,3.000000,0.000104,0.000954,2.024240
clownsing stop,4.000000,0.000139,0.001233,4.904305
clownsing profession,4.000000,0.000139,0.001233,6.342785
clownsing needs,4.000000,0.000139,0.001233,6.902401
somebody clowns,3.000000,0.000104,0.000954,1.426403
somebody hurt,3.000000,0.000104,0.000954,5.960793
scheduled place,5.000000,0.000173,0.001502,6.333307
scheduled arizona,5.000000,0.000173,0.001502,7.738649
scheduled tomorrow,5.000000,0.000173,0.001502,8.001013
march clowns,3.000000,0.000104,0.000954,1.126298
march increase,5.000000,0.000173,0.001502,6.933654
march place,5.000000,0.000173,0.001502,5.602419
march scheduled,9.000000,0.000312,0.002520,7.595548
march response,7.000000,0.000243,0.002021,6.913451
march canceled,3.000000,0.000104,0.000954,6.422828
march tomorrow,5.000000,0.000173,0.001502,7.270126
march organized,5.000000,0.000173,0.001502,7.626801
response clowns,7.000000,0.000243,0.002021,2.273700
response creepy,6.000000,0.000208,0.001765,4.325037
response increase,5.000000,0.000173,0.001502,7.233758
arizona events,5.000000,0.000173,0.001502,7.125545
arizona organizer,5.000000,0.000173,0.001502,8.106374
arizona canceled,5.000000,0.000173,0.001502,7.664541
organizer threats,5.000000,0.000173,0.001502,5.506537
organizer received,5.000000,0.000173,0.001502,6.007884
organizer death,5.000000,0.000173,0.001502,7.726884
nikki sinn,5.000000,0.000173,0.001502,8.956525
wasnt clowns,5.000000,0.000173,0.001502,0.615472
wasnt something,3.000000,0.000104,0.000954,3.386274
wasnt quite,3.000000,0.000104,0.000954,5.149862
wasnt good,3.000000,0.000104,0.000954,3.585887
safe anymore,3.000000,0.000104,0.000954,5.683161
safe fun,3.000000,0.000104,0.000954,4.882383
safe sightings,3.000000,0.000104,0.000954,3.009012
safe afraid,7.000000,0.000243,0.002021,5.792860
safe turn,3.000000,0.000104,0.000954,6.001615
safe harmless,3.000000,0.000104,0.000954,6.001615
canceled received,5.000000,0.000173,0.001502,5.566051
canceled events,6.000000,0.000208,0.001765,7.233758
canceled organizer,5.000000,0.000173,0.001502,8.032266
facebook clowns,15.000000,0.000520,0.003935,1.577225
facebook threat,3.000000,0.000104,0.000954,3.403565
facebook threatening,3.000000,0.000104,0.000954,3.991352
facebook group,3.000000,0.000104,0.000954,4.214495
facebook page,21.000000,0.000729,0.005263,6.383549
facebook kidnap,3.000000,0.000104,0.000954,5.706150
facebook showing,3.000000,0.000104,0.000954,5.418468
facebook post,8.000000,0.000278,0.002273,5.034057
facebook dress,3.000000,0.000104,0.000954,4.406867
facebook account,3.000000,0.000104,0.000954,4.958936
page clowns,4.000000,0.000139,0.001233,1.244081
death threats,9.000000,0.000312,0.002520,5.347110
death social,5.000000,0.000173,0.001502,4.913474
death media,5.000000,0.000173,0.001502,4.806115
harassment disturbing,3.000000,0.000104,0.000954,7.347087
harassment peace,3.000000,0.000104,0.000954,7.657242
america clowns,3.000000,0.000104,0.000954,1.164038
haunted houses,3.000000,0.000104,0.000954,8.168067
haunted house,6.000000,0.000208,0.001765,5.943444
always clowns,3.000000,0.000104,0.000954,0.811217
stay safe,3.000000,0.000104,0.000954,5.778471
side road,4.000000,0.000139,0.001233,5.843010
bringing school,3.000000,0.000104,0.000954,4.519379
hope see,3.000000,0.000104,0.000954,4.000698
hope day,3.000000,0.000104,0.000954,4.479188
hope guys,3.000000,0.000104,0.000954,5.460017
hope chapter,3.000000,0.000104,0.000954,5.267645
hope enjoy,3.000000,0.000104,0.000954,6.653940
sweeping nation,5.000000,0.000173,0.001502,6.732983
nation clowns,4.000000,0.000139,0.001233,1.213309
outside schools,6.000000,0.000208,0.001765,4.115097
outside dressed,3.000000,0.000104,0.000954,3.216410
outside clowns,5.000000,0.000173,0.001502,1.001135
outside albany,3.000000,0.000104,0.000954,7.039602
see clowns,32.000000,0.001110,0.007553,1.833431
see creepy,5.000000,0.000173,0.001502,2.182621
see kids,3.000000,0.000104,0.000954,2.214509
see people,3.000000,0.000104,0.000954,1.129018
see woods,7.000000,0.000243,0.002021,2.776922
see scary,4.000000,0.000139,0.001233,2.910454
see face,5.000000,0.000173,0.001502,3.249282
see something,9.000000,0.000312,0.002520,3.846547
see notes,9.000000,0.000312,0.002520,5.004000
see chapter,6.000000,0.000208,0.001765,4.406163
state reports,7.000000,0.000243,0.002021,2.952215
state clowns,19.000000,0.000659,0.004828,1.802053
state students,6.000000,0.000208,0.001765,3.764680
state police,22.000000,0.000763,0.005478,3.323214
state saw,4.000000,0.000139,0.001233,3.343214
state twitter,8.000000,0.000278,0.002273,4.960620
state page,3.000000,0.000104,0.000954,4.426078
state campus,3.000000,0.000104,0.000954,4.063173
state laws,3.000000,0.000104,0.000954,5.493919
state streets,3.000000,0.000104,0.000954,4.395307
state university,8.000000,0.000278,0.002273,5.235057
state created,4.000000,0.000139,0.001233,5.346283
state sgt,5.000000,0.000173,0.001502,5.763582
car clowns,4.000000,0.000139,0.001233,0.838616
car police,3.000000,0.000104,0.000954,1.925491
car black,3.000000,0.000104,0.000954,4.497537
car full,3.000000,0.000104,0.000954,4.848935
full clowns,14.000000,0.000486,0.003706,2.324994
full makeup,9.000000,0.000312,0.002520,5.990107
full costumes,5.000000,0.000173,0.001502,5.041307
full costume,5.000000,0.000173,0.001502,5.011454
full letter,5.000000,0.000173,0.001502,5.402320
full text,4.000000,0.000139,0.001233,5.963296
full families,5.000000,0.000173,0.001502,7.439202
possibly armed,3.000000,0.000104,0.000954,5.740319
armed clowns,6.000000,0.000208,0.001765,1.588921
armed knife,3.000000,0.000104,0.000954,5.276014
armed robberies,4.000000,0.000139,0.001233,6.634137
armed robbery,4.000000,0.000139,0.001233,7.039602
york school,3.000000,0.000104,0.000954,2.935259
york college,3.000000,0.000104,0.000954,5.260173
york city,3.000000,0.000104,0.000954,4.782138
york times,5.000000,0.000173,0.001502,5.567400
pennsylvania clowns,3.000000,0.000104,0.000954,0.956399
pennsylvania police,6.000000,0.000208,0.001765,3.024103
pennsylvania reported,3.000000,0.000104,0.000954,3.516708
pennsylvania creepy,3.000000,0.000104,0.000954,3.161887
pennsylvania received,3.000000,0.000104,0.000954,4.228547
pennsylvania state,4.000000,0.000139,0.001233,4.713760
campus reports,3.000000,0.000104,0.000954,2.742183
campus clowns,4.000000,0.000139,0.001233,0.881176
campus police,4.000000,0.000139,0.001233,2.255732
investigated sheriffs,4.000000,0.000139,0.001233,5.580645
investigated found,3.000000,0.000104,0.000954,5.044502
bushes people,4.000000,0.000139,0.001233,4.069942
bushes scare,4.000000,0.000139,0.001233,6.183936
jumping people,4.000000,0.000139,0.001233,3.807578
jumping scare,4.000000,0.000139,0.001233,5.921572
jumping chasing,3.000000,0.000104,0.000954,6.103893
jumping bushes,3.000000,0.000104,0.000954,7.490188
jumping front,4.000000,0.000139,0.001233,6.469537
jumping cars,3.000000,0.000104,0.000954,6.959560
large clowns,3.000000,0.000104,0.000954,0.925627
large children,3.000000,0.000104,0.000954,3.174239
large money,12.000000,0.000416,0.003241,6.692161
large amounts,14.000000,0.000486,0.003706,7.762602
knife clowns,6.000000,0.000208,0.001765,1.559934
knife wearing,3.000000,0.000104,0.000954,4.040200
knife mask,4.000000,0.000139,0.001233,4.294266
master deputy,5.000000,0.000173,0.001502,7.209066
master drew,3.000000,0.000104,0.000954,8.109227
master pinciaro,3.000000,0.000104,0.000954,7.846863
serious sick,3.000000,0.000104,0.000954,6.346455
serious joke,3.000000,0.000104,0.000954,5.740319
serious issue,5.000000,0.000173,0.001502,6.206693
serious injuries,3.000000,0.000104,0.000954,6.528777
furious less,4.000000,0.000139,0.001233,7.621524
furious pace,4.000000,0.000139,0.001233,8.956525
furious owe,3.000000,0.000104,0.000954,9.179668
several schools,9.000000,0.000312,0.002520,3.877677
several reports,8.000000,0.000278,0.002273,2.976943
several clowns,31.000000,0.001075,0.007351,2.182799
several police,4.000000,0.000139,0.001233,1.509663
several area,3.000000,0.000104,0.000954,2.907814
several arrested,4.000000,0.000139,0.001233,3.593356
several weeks,4.000000,0.000139,0.001233,4.407132
several people,6.000000,0.000208,0.001765,2.203281
several woods,4.000000,0.000139,0.001233,2.598423
several children,7.000000,0.000243,0.002021,2.943334
several sighting,3.000000,0.000104,0.000954,3.812719
several calls,4.000000,0.000139,0.001233,4.081709
several sightings,6.000000,0.000208,0.001765,2.710967
several lot,6.000000,0.000208,0.001765,4.714958
several states,5.000000,0.000173,0.001502,4.089144
several green,3.000000,0.000104,0.000954,3.976349
several deputy,3.000000,0.000104,0.000954,4.069439
several flashing,5.000000,0.000173,0.001502,5.895942
several sic,4.000000,0.000139,0.001233,4.851817
several conversation,5.000000,0.000173,0.001502,5.654780
several including,3.000000,0.000104,0.000954,4.172093
stories clowns,5.000000,0.000173,0.001502,1.714085
viral movie,3.000000,0.000104,0.000954,5.450967
viral marketing,16.000000,0.000555,0.004161,7.124944
viral stunt,3.000000,0.000104,0.000954,6.663990
viral campaign,4.000000,0.000139,0.001233,6.641517
photos clowns,5.000000,0.000173,0.001502,2.368011
dark mask,3.000000,0.000104,0.000954,4.266095
dark side,4.000000,0.000139,0.001233,5.948370
getting dressed,3.000000,0.000104,0.000954,3.319595
getting clowns,3.000000,0.000104,0.000954,0.593493
getting children,3.000000,0.000104,0.000954,2.842105
getting involved,3.000000,0.000104,0.000954,5.533349
getting calls,3.000000,0.000104,0.000954,4.540097
getting apartments,3.000000,0.000104,0.000954,4.521748
getting hurt,3.000000,0.000104,0.000954,5.127883
pretty clowns,3.000000,0.000104,0.000954,1.089930
far clowns,6.000000,0.000208,0.001765,1.331092
running clowns,8.000000,0.000278,0.002273,1.490941
running car,4.000000,0.000139,0.001233,4.862180
running far,3.000000,0.000104,0.000954,4.661510
running sword,3.000000,0.000104,0.000954,6.499789
issued people,3.000000,0.000104,0.000954,3.140406
issued warning,5.000000,0.000173,0.001502,6.368761
felony charges,4.000000,0.000139,0.001233,6.864661
chief deputy,3.000000,0.000104,0.000954,5.117790
chief ken,6.000000,0.000208,0.001765,7.732749
chief miller,6.000000,0.000208,0.001765,6.751920
chief cameron,3.000000,0.000104,0.000954,6.885452
chief stu,3.000000,0.000104,0.000954,7.732749
posted social,4.000000,0.000139,0.001233,3.645785
posted media,4.000000,0.000139,0.001233,3.538426
posted message,4.000000,0.000139,0.001233,5.018834
posted facebook,12.000000,0.000416,0.003241,5.300685
posted page,3.000000,0.000104,0.000954,4.903002
posted picture,3.000000,0.000104,0.000954,4.785219
posted september,6.000000,0.000208,0.001765,5.535525
posted uk,6.000000,0.000208,0.001765,5.970843
town reports,3.000000,0.000104,0.000954,2.833155
town clowns,3.000000,0.000104,0.000954,0.684465
town police,3.000000,0.000104,0.000954,2.059022
defend themselves,3.000000,0.000104,0.000954,6.748250
protect clowns,3.000000,0.000104,0.000954,2.812697
socalled clowns,9.000000,0.000312,0.002520,3.218162
own hands,4.000000,0.000139,0.001233,6.055103
please during,6.000000,0.000208,0.001765,6.066153
please keep,7.000000,0.000243,0.002021,6.220304
please house,6.000000,0.000208,0.001765,4.940142
shrine clowns,3.000000,0.000104,0.000954,3.323523
announced clowns,4.000000,0.000139,0.001233,2.763907
evening october,3.000000,0.000104,0.000954,5.886923
keep clowns,3.000000,0.000104,0.000954,0.838616
keep kids,3.000000,0.000104,0.000954,3.586817
keep night,7.000000,0.000243,0.002021,4.687027
keep during,7.000000,0.000243,0.002021,6.037982
keep house,7.000000,0.000243,0.002021,4.911971
keep eye,4.000000,0.000139,0.001233,5.883832
keep track,3.000000,0.000104,0.000954,6.376308
moving bus,3.000000,0.000104,0.000954,6.701730
give name,4.000000,0.000139,0.001233,6.258525
live pond,3.000000,0.000104,0.000954,6.522911
live house,4.000000,0.000139,0.001233,5.045502
fellow clowns,3.000000,0.000104,0.000954,2.630375
totally understand,3.000000,0.000104,0.000954,7.772755
blog posts,3.000000,0.000104,0.000954,7.347087
videos clowns,4.000000,0.000139,0.001233,1.765378
videos posted,3.000000,0.000104,0.000954,5.424299
officer greenville,3.000000,0.000104,0.000954,3.570197
officer wrote,3.000000,0.000104,0.000954,5.167800
officer gilberto,4.000000,0.000139,0.001233,7.595548
officer franco,4.000000,0.000139,0.001233,6.679258
kidnap students,3.000000,0.000104,0.000954,5.340216
kidnap kill,3.000000,0.000104,0.000954,6.726510
kidnap teachers,3.000000,0.000104,0.000954,7.069455
child man,3.000000,0.000104,0.000954,3.263466
child clowns,4.000000,0.000139,0.001233,0.684465
child seeing,7.000000,0.000243,0.002021,4.810221
child saw,3.000000,0.000104,0.000954,3.496089
child night,11.000000,0.000382,0.003004,4.697180
child alone,13.000000,0.000451,0.003475,6.302200
child something,4.000000,0.000139,0.001233,3.966092
child see,4.000000,0.000139,0.001233,3.664226
child walking,12.000000,0.000416,0.003241,5.675614
child arnold,4.000000,0.000139,0.001233,5.484558
child knew,4.000000,0.000139,0.001233,5.009135
true police,3.000000,0.000104,0.000954,2.500855
otherwise known,3.000000,0.000104,0.000954,7.327284
virginia arrested,3.000000,0.000104,0.000954,5.172335
florida clowns,3.000000,0.000104,0.000954,1.164038
florida wisconsin,3.000000,0.000104,0.000954,6.391575
men dressed,7.000000,0.000243,0.002021,4.211344
men clowns,20.000000,0.000694,0.005046,2.535065
men wearing,7.000000,0.000243,0.002021,4.658657
men costumes,4.000000,0.000139,0.001233,4.671560
men masks,5.000000,0.000173,0.001502,4.941223
men luring,3.000000,0.000104,0.000954,6.270947
luring woods,4.000000,0.000139,0.001233,4.870549
luring children,7.000000,0.000243,0.002021,5.215460
money woods,3.000000,0.000104,0.000954,3.330103
money report,4.000000,0.000139,0.001233,4.184781
money children,4.000000,0.000139,0.001233,3.403081
generally clowns,3.000000,0.000104,0.000954,2.630375
big clowns,3.000000,0.000104,0.000954,0.866787
big red,3.000000,0.000104,0.000954,4.511915
big shoes,4.000000,0.000139,0.001233,5.954562
big smile,3.000000,0.000104,0.000954,5.506537
big part,3.000000,0.000104,0.000954,4.851130
concern clowns,7.000000,0.000243,0.002021,2.091379
concern people,3.000000,0.000104,0.000954,2.906791
happening news,3.000000,0.000104,0.000954,4.853881
season year,3.000000,0.000104,0.000954,6.135146
season five,3.000000,0.000104,0.000954,6.902401
season whereas,3.000000,0.000104,0.000954,9.061885
coming clowns,3.000000,0.000104,0.000954,0.838616
coming woods,4.000000,0.000139,0.001233,3.589615
kentucky man,3.000000,0.000104,0.000954,3.887621
kentucky police,3.000000,0.000104,0.000954,2.395494
kentucky arrested,7.000000,0.000243,0.002021,5.326486
glasgow police,4.000000,0.000139,0.001233,4.004932
glasgow received,3.000000,0.000104,0.000954,5.614842
glasgow department,3.000000,0.000104,0.000954,5.713932
bowling police,5.000000,0.000173,0.001502,4.228076
bowling received,3.000000,0.000104,0.000954,5.614842
bowling green,8.000000,0.000278,0.002273,7.452447
green clowns,6.000000,0.000208,0.001765,1.308620
green police,6.000000,0.000208,0.001765,2.683176
green woods,5.000000,0.000173,0.001502,3.589615
green received,3.000000,0.000104,0.000954,3.887621
green department,3.000000,0.000104,0.000954,3.986712
green laser,12.000000,0.000416,0.003241,7.372405
green lights,12.000000,0.000416,0.003241,7.229304
green lasers,3.000000,0.000104,0.000954,7.452447
green bay,12.000000,0.000416,0.003241,6.718478
green wisconsin,3.000000,0.000104,0.000954,5.843010
multiple reports,9.000000,0.000312,0.002520,4.085918
multiple clowns,16.000000,0.000555,0.004161,2.512592
multiple reported,5.000000,0.000173,0.001502,3.909750
multiple people,3.000000,0.000104,0.000954,2.501326
multiple sightings,3.000000,0.000104,0.000954,3.009012
multiple states,3.000000,0.000104,0.000954,4.569511
multiple law,3.000000,0.000104,0.000954,4.663329
multiple enforcement,3.000000,0.000104,0.000954,4.945562
multiple agencies,3.000000,0.000104,0.000954,6.471618
