Number of pairs,28825.000000
Number of unique pairs,4916
Average pair frequency,5.863507
Pair entropy,8.096612

Pair,Frequency,Proportion,Entropy Term,Mutual Information
incident greenville,3.000000,0.000104,0.000954,2.745122
incident person,3.000000,0.000104,0.000954,2.963811
incident happened,5.000000,0.000173,0.001502,4.488091
incident occurred,4.000000,0.000139,0.001233,5.384179
comes clowns,10.000000,0.000347,0.002764,2.293903
comes police,3.000000,0.000104,0.000954,2.464487
arrested man,6.000000,0.000208,0.001765,3.504628
arrested dressed,4.000000,0.000139,0.001233,2.958581
arrested clowns,18.000000,0.000624,0.004608,1.736557
arrested threat,4.000000,0.000139,0.001233,3.668258
arrested threats,4.000000,0.000139,0.001233,3.003281
arrested police,3.000000,0.000104,0.000954,1.319355
arrested allegedly,4.000000,0.000139,0.001233,4.361405
arrested juvenile,3.000000,0.000104,0.000954,5.172335
arrested people,7.000000,0.000243,0.002021,2.454806
arrested dressing,4.000000,0.000139,0.001233,4.216824
arrested threatening,3.000000,0.000104,0.000954,3.968362
arrested charged,5.000000,0.000173,0.001502,4.894703
arrested sept,3.000000,0.000104,0.000954,4.744891
arrested connection,7.000000,0.000243,0.002021,5.955095
arrested false,4.000000,0.000139,0.001233,4.766870
high school,48.000000,0.001665,0.010654,5.027604
high schools,12.000000,0.000416,0.003241,4.396265
high clowns,4.000000,0.000139,0.001233,0.366011
high point,6.000000,0.000208,0.001765,4.091943
high friday,3.000000,0.000104,0.000954,4.325037
high student,5.000000,0.000173,0.001502,4.811170
creepy reports,14.000000,0.000486,0.003706,2.381170
creepy clowns,251.000000,0.008708,0.041305,3.118876
creepy threats,12.000000,0.000416,0.003241,2.849131
creepy reported,8.000000,0.000278,0.002273,2.233173
creepy popping,5.000000,0.000173,0.001502,4.573499
creepy country,6.000000,0.000208,0.001765,2.914050
creepy social,3.000000,0.000104,0.000954,1.616987
creepy spotted,3.000000,0.000104,0.000954,2.843433
creepy north,3.000000,0.000104,0.000954,2.233173
creepy people,7.000000,0.000243,0.002021,1.202043
creepy lure,4.000000,0.000139,0.001233,2.179106
creepy video,3.000000,0.000104,0.000954,2.602271
creepy person,3.000000,0.000104,0.000954,1.722348
creepy craze,6.000000,0.000208,0.001765,3.631890
creepy hysteria,7.000000,0.000243,0.002021,3.044103
creepy nothing,3.000000,0.000104,0.000954,2.550085
creepy sightings,47.000000,0.001631,0.010466,3.613967
creepy hoaxes,3.000000,0.000104,0.000954,3.072274
creepy began,3.000000,0.000104,0.000954,2.695797
creepy epidemic,3.000000,0.000104,0.000954,3.855034
creepy facebook,3.000000,0.000104,0.000954,2.173275
creepy sweeping,3.000000,0.000104,0.000954,3.988565
creepy nation,3.000000,0.000104,0.000954,3.131115
creepy viral,3.000000,0.000104,0.000954,3.331786
creepy characters,4.000000,0.000139,0.001233,3.870782
creepy panic,3.000000,0.000104,0.000954,2.914050
creepy phenomenon,4.000000,0.000139,0.001233,3.359956
creepy problem,3.000000,0.000104,0.000954,3.492128
creepy caused,3.000000,0.000104,0.000954,3.536580
creepy majority,3.000000,0.000104,0.000954,4.548181
creepy respondents,3.000000,0.000104,0.000954,5.241328
incidents reports,3.000000,0.000104,0.000954,2.411942
incidents clowns,9.000000,0.000312,0.002520,1.361864
incidents police,4.000000,0.000139,0.001233,1.925491
incidents reported,3.000000,0.000104,0.000954,2.823561
incidents country,3.000000,0.000104,0.000954,3.792120
incidents sightings,4.000000,0.000139,0.001233,2.721330
incidents involving,7.000000,0.000243,0.002021,6.001615
popping state,4.000000,0.000139,0.001233,5.614547
country reports,4.000000,0.000139,0.001233,2.451788
country clowns,11.000000,0.000382,0.003004,1.314699
country creepy,6.000000,0.000208,0.001765,2.914050
country calls,3.000000,0.000104,0.000954,3.962019
social clowns,14.000000,0.000486,0.003706,0.951945
social threat,4.000000,0.000139,0.001233,3.134959
social threats,6.000000,0.000208,0.001765,2.875448
social kill,3.000000,0.000104,0.000954,3.913100
social media,139.000000,0.004822,0.025724,6.064955
social fear,3.000000,0.000104,0.000954,2.782739
social posts,6.000000,0.000208,0.001765,4.639037
social throughout,3.000000,0.000104,0.000954,4.949192
social anxiety,4.000000,0.000139,0.001233,4.639037
social users,3.000000,0.000104,0.000954,5.737649
social nelson,3.000000,0.000104,0.000954,4.949192
media schools,3.000000,0.000104,0.000954,2.235782
media reports,6.000000,0.000208,0.001765,2.145978
media clowns,26.000000,0.000902,0.006324,1.463625
media threat,4.000000,0.000139,0.001233,3.027601
media threats,7.000000,0.000243,0.002021,2.922240
media kill,3.000000,0.000104,0.000954,3.805741
media incidents,3.000000,0.000104,0.000954,3.080845
media following,3.000000,0.000104,0.000954,3.981632
media week,3.000000,0.000104,0.000954,2.696434
media news,4.000000,0.000139,0.001233,2.731620
media hysteria,4.000000,0.000139,0.001233,3.096594
media fear,4.000000,0.000139,0.001233,2.963062
media posts,6.000000,0.000208,0.001765,4.531678
media post,3.000000,0.000104,0.000954,3.389581
media involving,4.000000,0.000139,0.001233,4.482888
media past,3.000000,0.000104,0.000954,3.713368
media attention,4.000000,0.000139,0.001233,4.436368
media throughout,3.000000,0.000104,0.000954,4.841833
media users,3.000000,0.000104,0.000954,5.630290
media nelson,3.000000,0.000104,0.000954,4.841833
driving walking,3.000000,0.000104,0.000954,5.095795
driving van,4.000000,0.000139,0.001233,6.291034
trend clowns,4.000000,0.000139,0.001233,1.183456
trend matter,3.000000,0.000104,0.000954,4.824029
trend dangerous,6.000000,0.000208,0.001765,6.058773
trend laughing,3.000000,0.000104,0.000954,5.835629
trend irresponsible,6.000000,0.000208,0.001765,7.732749
kids man,4.000000,0.000139,0.001233,2.389114
kids clowns,30.000000,0.001041,0.007148,1.537334
kids wearing,4.000000,0.000139,0.001233,2.695845
kids machete,3.000000,0.000104,0.000954,3.951461
kids woods,35.000000,0.001214,0.008152,4.154802
kids south,4.000000,0.000139,0.001233,2.590484
kids saw,4.000000,0.000139,0.001233,2.621737
kids treats,5.000000,0.000173,0.001502,5.378577
kids chasing,3.000000,0.000104,0.000954,3.481457
kids scared,5.000000,0.000173,0.001502,4.125814
kids home,3.000000,0.000104,0.000954,2.751496
kids parents,3.000000,0.000104,0.000954,2.715989
kids see,8.000000,0.000278,0.002273,3.195339
kids knife,3.000000,0.000104,0.000954,3.614988
kids follow,7.000000,0.000243,0.002021,4.328755
kids himher,5.000000,0.000173,0.001502,6.071724
kids shortly,3.000000,0.000104,0.000954,5.224426
kids playground,4.000000,0.000139,0.001233,5.666259
kids ms,4.000000,0.000139,0.001233,5.060123
georgia police,3.000000,0.000104,0.000954,2.330956
georgia north,4.000000,0.000139,0.001233,4.785219
georgia carolina,4.000000,0.000139,0.001233,4.169033
georgia people,3.000000,0.000104,0.000954,2.619109
georgia received,4.000000,0.000139,0.001233,4.516229
georgia calls,3.000000,0.000104,0.000954,4.903002
georgia knife,3.000000,0.000104,0.000954,5.336638
weeks clowns,4.000000,0.000139,0.001233,1.046255
weeks halloween,5.000000,0.000173,0.001502,4.640638
chased man,7.000000,0.000243,0.002021,4.204290
chased clowns,15.000000,0.000520,0.003935,2.099747
chased wearing,3.000000,0.000104,0.000954,3.663723
chased bus,3.000000,0.000104,0.000954,5.167800
chased machete,3.000000,0.000104,0.000954,5.207021
chased people,4.000000,0.000139,0.001233,2.440702
chased woods,3.000000,0.000104,0.000954,2.953626
chased children,3.000000,0.000104,0.000954,2.738921
chased wielding,4.000000,0.000139,0.001233,6.005528
chased knife,3.000000,0.000104,0.000954,4.870549
chased young,3.000000,0.000104,0.000954,4.762335
bus morning,3.000000,0.000104,0.000954,5.462040
bus police,3.000000,0.000104,0.000954,2.538595
bus stop,13.000000,0.000451,0.003475,6.488425
stop clowns,6.000000,0.000208,0.001765,1.037745
stop police,6.000000,0.000208,0.001765,2.412301
stop officers,3.000000,0.000104,0.000954,4.075492
stop greenville,3.000000,0.000104,0.000954,3.156221
juveniles arrested,6.000000,0.000208,0.001765,6.088626
lockdown clowns,3.000000,0.000104,0.000954,1.426403
lockdown threat,3.000000,0.000104,0.000954,4.862180
lockdown social,4.000000,0.000139,0.001233,4.639037
lockdown media,4.000000,0.000139,0.001233,4.531678
alabama school,4.000000,0.000139,0.001233,3.222941
alabama woman,3.000000,0.000104,0.000954,4.119450
alabama georgia,3.000000,0.000104,0.000954,5.228425
alabama lockdown,4.000000,0.000139,0.001233,5.986110
alabama people,6.000000,0.000208,0.001765,3.114431
alabama seven,5.000000,0.000173,0.001502,7.259076
latest clowns,5.000000,0.000173,0.001502,1.714085
latest trend,3.000000,0.000104,0.000954,5.612486
latest sighting,4.000000,0.000139,0.001233,5.456237
latest news,3.000000,0.000104,0.000954,4.343056
spotted clowns,4.000000,0.000139,0.001233,0.925627
spotted driving,3.000000,0.000104,0.000954,5.354657
spotted woods,8.000000,0.000278,0.002273,4.082091
spotted campus,3.000000,0.000104,0.000954,4.744891
spotted streets,3.000000,0.000104,0.000954,5.077025
north school,3.000000,0.000104,0.000954,2.204371
north reports,4.000000,0.000139,0.001233,2.464058
north man,3.000000,0.000104,0.000954,2.894369
north clowns,4.000000,0.000139,0.001233,0.315368
north police,5.000000,0.000173,0.001502,1.913068
north reported,3.000000,0.000104,0.000954,2.587995
north carolina,54.000000,0.001873,0.011765,5.843010
north south,11.000000,0.000382,0.003004,4.395022
north babylon,10.000000,0.000347,0.002764,6.864661
north andover,4.000000,0.000139,0.001233,6.641517
carolina ohio,3.000000,0.000104,0.000954,3.820726
carolina reports,13.000000,0.000451,0.003475,3.026527
carolina man,3.000000,0.000104,0.000954,2.278183
carolina dressed,3.000000,0.000104,0.000954,2.137601
carolina clowns,32.000000,0.001110,0.007553,1.778623
carolina police,9.000000,0.000312,0.002520,1.884669
carolina reported,6.000000,0.000208,0.001765,2.664956
carolina allegedly,3.000000,0.000104,0.000954,3.540424
carolina creepy,7.000000,0.000243,0.002021,2.464285
carolina incidents,4.000000,0.000139,0.001233,3.475886
carolina georgia,10.000000,0.000347,0.002764,5.085324
carolina alabama,7.000000,0.000243,0.002021,4.530823
carolina woods,3.000000,0.000104,0.000954,1.874816
carolina recent,3.000000,0.000104,0.000954,3.029599
carolina lure,10.000000,0.000347,0.002764,3.814861
carolina south,10.000000,0.000347,0.002764,3.683525
carolina children,6.000000,0.000208,0.001765,2.353259
carolina greenville,3.000000,0.000104,0.000954,2.223123
carolina sightings,6.000000,0.000208,0.001765,2.275043
carolina states,4.000000,0.000139,0.001233,3.430076
carolina august,3.000000,0.000104,0.000954,3.304036
carolina pennsylvania,3.000000,0.000104,0.000954,3.881351
carolina kentucky,4.000000,0.000139,0.001233,4.233572
carolina multiple,5.000000,0.000173,0.001502,4.274394
carolina investigating,4.000000,0.000139,0.001233,4.169033
machete clowns,4.000000,0.000139,0.001233,1.490941
machete chased,4.000000,0.000139,0.001233,5.494703
machete woods,4.000000,0.000139,0.001233,3.954258
edge woods,4.000000,0.000139,0.001233,4.339920
calling clowns,5.000000,0.000173,0.001502,1.797466
calling police,4.000000,0.000139,0.001233,2.948879
people school,4.000000,0.000139,0.001233,0.613626
people reports,8.000000,0.000278,0.002273,1.278777
people woman,3.000000,0.000104,0.000954,1.510134
people dressed,46.000000,0.001596,0.010278,3.605388
people clowns,142.000000,0.004926,0.026174,2.006473
people threats,6.000000,0.000208,0.001765,1.613206
people police,6.000000,0.000208,0.001765,0.216962
people wearing,10.000000,0.000347,0.002764,2.526644
people mask,4.000000,0.000139,0.001233,1.576737
people arrested,8.000000,0.000278,0.002273,2.588338
people creepy,7.000000,0.000243,0.002021,1.202043
people country,4.000000,0.000139,0.001233,1.965808
people social,3.000000,0.000104,0.000954,1.074210
people media,3.000000,0.000104,0.000954,0.966851
people georgia,3.000000,0.000104,0.000954,2.619109
people chased,3.000000,0.000104,0.000954,2.153020
people calling,3.000000,0.000104,0.000954,2.949351
people reportedly,3.000000,0.000104,0.000954,2.371273
people woods,3.000000,0.000104,0.000954,0.612575
people lure,8.000000,0.000278,0.002273,2.329476
people called,3.000000,0.000104,0.000954,1.510134
people report,7.000000,0.000243,0.002021,2.026868
people seeing,9.000000,0.000312,0.002520,2.814010
people someone,3.000000,0.000104,0.000954,1.194496
people scary,5.000000,0.000173,0.001502,1.816547
people complex,3.000000,0.000104,0.000954,1.715397
people find,4.000000,0.000139,0.001233,2.015818
people having,3.000000,0.000104,0.000954,2.683648
people know,7.000000,0.000243,0.002021,1.990501
people scare,5.000000,0.000173,0.001502,2.436788
people feel,3.000000,0.000104,0.000954,2.153020
people chasing,3.000000,0.000104,0.000954,2.395966
people scared,6.000000,0.000208,0.001765,3.222644
people causing,3.000000,0.000104,0.000954,3.376795
people received,3.000000,0.000104,0.000954,1.421406
people dressing,15.000000,0.000520,0.003935,3.743039
people makeup,3.000000,0.000104,0.000954,2.256204
people fun,8.000000,0.000278,0.002273,3.173854
people threatening,6.000000,0.000208,0.001765,2.865969
people hysteria,3.000000,0.000104,0.000954,1.654028
people call,3.000000,0.000104,0.000954,1.630498
people scaring,4.000000,0.000139,0.001233,2.906791
people college,4.000000,0.000139,0.001233,2.938540
people king,3.000000,0.000104,0.000954,2.133601
people sightings,3.000000,0.000104,0.000954,0.319654
people costumes,17.000000,0.000590,0.004385,3.629792
people themselves,5.000000,0.000173,0.001502,3.551148
people face,5.000000,0.000173,0.001502,1.932232
people smile,4.000000,0.000139,0.001233,3.076690
people something,4.000000,0.000139,0.001233,1.718567
people looking,3.000000,0.000104,0.000954,2.529497
people believe,3.000000,0.000104,0.000954,2.395966
people laugh,21.000000,0.000729,0.005263,4.246566
people hire,3.000000,0.000104,0.000954,4.293086
people fear,4.000000,0.000139,0.001233,1.808179
people afraid,5.000000,0.000173,0.001502,2.767029
people masks,4.000000,0.000139,0.001233,2.229393
people states,3.000000,0.000104,0.000954,1.880153
people world,4.000000,0.000139,0.001233,2.708966
people see,6.000000,0.000208,0.001765,1.822165
people hiding,3.000000,0.000104,0.000954,3.599939
people jumping,4.000000,0.000139,0.001233,3.807578
people running,3.000000,0.000104,0.000954,2.172822
people part,5.000000,0.000173,0.001502,2.644427
people deputy,4.000000,0.000139,0.001233,2.658955
people posting,3.000000,0.000104,0.000954,3.686950
people acting,4.000000,0.000139,0.001233,3.887621
people threatened,6.000000,0.000208,0.001765,3.782260
people dress,3.000000,0.000104,0.000954,2.588338
people young,3.000000,0.000104,0.000954,2.421284
people adults,3.000000,0.000104,0.000954,3.312256
people used,3.000000,0.000104,0.000954,2.447259
people residing,3.000000,0.000104,0.000954,4.986233
people happy,6.000000,0.000208,0.001765,3.482156
people might,4.000000,0.000139,0.001233,2.501326
people lurking,5.000000,0.000173,0.001502,3.069310
people claiming,3.000000,0.000104,0.000954,3.887621
people carrying,3.000000,0.000104,0.000954,3.251632
people likely,5.000000,0.000173,0.001502,3.762457
people false,4.000000,0.000139,0.001233,2.971330
people living,3.000000,0.000104,0.000954,3.140406
people posing,4.000000,0.000139,0.001233,4.069942
people feeling,3.000000,0.000104,0.000954,3.445788
people phobia,7.000000,0.000243,0.002021,4.447236
people complained,3.000000,0.000104,0.000954,4.986233
people expressing,4.000000,0.000139,0.001233,4.986233
reportedly clowns,8.000000,0.000278,0.002273,1.689392
reportedly chased,3.000000,0.000104,0.000954,4.712325
reportedly woods,6.000000,0.000208,0.001765,3.865027
reportedly lure,5.000000,0.000173,0.001502,4.418777
reportedly children,9.000000,0.000312,0.002520,4.055787
reportedly received,5.000000,0.000173,0.001502,4.491537
woods clowns,6.000000,0.000208,0.001765,-0.356989
woods police,7.000000,0.000243,0.002021,1.171719
woods chased,5.000000,0.000173,0.001502,3.464452
woods carolina,7.000000,0.000243,0.002021,2.722114
woods people,7.000000,0.000243,0.002021,1.459872
woods greensboro,4.000000,0.000139,0.001233,4.177401
woods lure,4.000000,0.000139,0.001233,2.436935
woods winstonsalem,3.000000,0.000104,0.000954,4.052238
woods south,5.000000,0.000173,0.001502,2.528743
woods report,3.000000,0.000104,0.000954,1.980177
woods apartment,10.000000,0.000347,0.002764,3.567636
woods complex,9.000000,0.000312,0.002520,3.614616
woods treats,4.000000,0.000139,0.001233,4.870549
woods night,3.000000,0.000104,0.000954,1.950978
woods week,3.000000,0.000104,0.000954,2.342157
woods greenville,8.000000,0.000278,0.002273,2.742317
woods son,3.000000,0.000104,0.000954,3.301933
woods fleetwood,4.000000,0.000139,0.001233,3.130082
woods manor,4.000000,0.000139,0.001233,3.165800
woods large,8.000000,0.000278,0.002273,4.369773
woods child,3.000000,0.000104,0.000954,2.860100
woods money,11.000000,0.000382,0.003004,4.629386
woods green,3.000000,0.000104,0.000954,3.078789
woods strange,7.000000,0.000243,0.002021,4.149230
woods whispering,10.000000,0.000347,0.002764,5.524475
woods noises,9.000000,0.000312,0.002520,5.345007
woods boy,3.000000,0.000104,0.000954,2.953626
woods flashing,3.000000,0.000104,0.000954,4.487556
woods laser,3.000000,0.000104,0.000954,4.320502
woods amounts,5.000000,0.000173,0.001502,4.757220
woods young,3.000000,0.000104,0.000954,3.221890
woods hoax,5.000000,0.000173,0.001502,3.546130
woods displaying,6.000000,0.000208,0.001765,5.632689
woods further,4.000000,0.000139,0.001233,4.465083
woods candy,6.000000,0.000208,0.001765,4.582866
greensboro police,9.000000,0.000312,0.002520,3.899572
greensboro north,4.000000,0.000139,0.001233,5.255223
greensboro carolina,4.000000,0.000139,0.001233,4.639037
greensboro statement,3.000000,0.000104,0.000954,6.183936
following reports,6.000000,0.000208,0.001765,4.005875
following threats,4.000000,0.000139,0.001233,4.222522
following message,3.000000,0.000104,0.000954,5.462040
recent reports,9.000000,0.000312,0.002520,3.351949
recent clowns,28.000000,0.000971,0.006738,2.338239
recent creepy,8.000000,0.000278,0.002273,3.290964
recent social,3.000000,0.000104,0.000954,3.029599
recent media,3.000000,0.000104,0.000954,2.922240
recent weeks,7.000000,0.000243,0.002021,5.223970
recent people,3.000000,0.000104,0.000954,1.767357
recent scary,4.000000,0.000139,0.001233,3.548793
recent days,5.000000,0.000173,0.001502,4.700912
recent hysteria,4.000000,0.000139,0.001233,3.897099
recent sightings,8.000000,0.000278,0.002273,3.255872
recent rash,7.000000,0.000243,0.002021,5.555327
recent months,8.000000,0.000278,0.002273,3.375616
recent scares,3.000000,0.000104,0.000954,6.248475
recent spate,5.000000,0.000173,0.001502,6.353835
lure kids,19.000000,0.000659,0.004828,4.279965
lure forest,3.000000,0.000104,0.000954,4.982466
lure people,3.000000,0.000104,0.000954,1.348647
lure woods,87.000000,0.003018,0.017515,5.516549
lure winstonsalem,4.000000,0.000139,0.001233,5.075992
lure south,5.000000,0.000173,0.001502,3.264815
lure children,73.000000,0.002533,0.015141,5.126396
lure treats,6.000000,0.000208,0.001765,6.012086
lure large,3.000000,0.000104,0.000954,4.125016
lure money,5.000000,0.000173,0.001502,4.577001
lure hoax,4.000000,0.000139,0.001233,4.059058
lure candy,5.000000,0.000173,0.001502,5.136617
lure van,5.000000,0.000173,0.001502,4.996855
winstonsalem clowns,3.000000,0.000104,0.000954,1.588921
winstonsalem police,3.000000,0.000104,0.000954,2.963478
winstonsalem north,7.000000,0.000243,0.002021,5.977358
winstonsalem carolina,7.000000,0.000243,0.002021,5.361171
south reports,7.000000,0.000243,0.002021,2.550588
south clowns,17.000000,0.000590,0.004385,1.289201
south police,8.000000,0.000278,0.002273,1.909986
south reported,5.000000,0.000173,0.001502,2.625735
south creepy,6.000000,0.000208,0.001765,2.453235
south georgia,7.000000,0.000243,0.002021,4.871750
south alabama,5.000000,0.000173,0.001502,4.337452
south carolina,98.000000,0.003400,0.019325,5.965908
south children,4.000000,0.000139,0.001233,2.090894
south sightings,3.000000,0.000104,0.000954,1.724997
south river,4.000000,0.000139,0.001233,5.292963
south began,3.000000,0.000104,0.000954,3.558362
south investigating,4.000000,0.000139,0.001233,4.312134
south toms,5.000000,0.000173,0.001502,5.803789
witness person,4.000000,0.000139,0.001233,5.255223
called clowns,13.000000,0.000451,0.003475,1.313761
called police,14.000000,0.000486,0.003706,2.762426
called report,9.000000,0.000312,0.002520,3.976349
called someone,4.000000,0.000139,0.001233,3.180344
called apartment,4.000000,0.000139,0.001233,3.548905
called complex,3.000000,0.000104,0.000954,3.413563
called county,3.000000,0.000104,0.000954,2.733155
called sheriffs,4.000000,0.000139,0.001233,3.713984
called greenville,3.000000,0.000104,0.000954,2.659047
called cops,3.000000,0.000104,0.000954,4.892639
called coulrophobia,3.000000,0.000104,0.000954,4.892639
report dressed,12.000000,0.000416,0.003241,3.629256
report clowns,39.000000,0.001353,0.008937,2.081809
report police,4.000000,0.000139,0.001233,1.179099
report wearing,4.000000,0.000139,0.001233,2.977956
report people,8.000000,0.000278,0.002273,2.160400
report seeing,4.000000,0.000139,0.001233,3.370682
report someone,7.000000,0.000243,0.002021,3.409396
report scary,3.000000,0.000104,0.000954,2.673324
report children,5.000000,0.000173,0.001502,2.276298
report saw,5.000000,0.000173,0.001502,3.126991
report sighting,4.000000,0.000139,0.001233,3.769838
report greenville,4.000000,0.000139,0.001233,2.616166
report person,4.000000,0.000139,0.001233,2.834855
report received,3.000000,0.000104,0.000954,2.789008
report nothing,3.000000,0.000104,0.000954,3.374910
report sightings,3.000000,0.000104,0.000954,1.687256
report several,4.000000,0.000139,0.001233,3.165419
report deputy,4.000000,0.000139,0.001233,4.026557
report aug,3.000000,0.000104,0.000954,4.316953
report suspicious,8.000000,0.000278,0.002273,4.290142
report character,3.000000,0.000104,0.000954,4.274394
report obtained,3.000000,0.000104,0.000954,5.843010
seeing man,4.000000,0.000139,0.001233,3.207052
seeing dressed,7.000000,0.000243,0.002021,3.626086
seeing clowns,49.000000,0.001700,0.010841,2.845895
seeing media,3.000000,0.000104,0.000954,2.870281
seeing woods,5.000000,0.000173,0.001502,3.026829
seeing lure,3.000000,0.000104,0.000954,3.252076
seeing arnold,4.000000,0.000139,0.001233,5.140462
seeing basketball,4.000000,0.000139,0.001233,6.484197
seeing court,4.000000,0.000139,0.001233,5.442743
seeing lurking,4.000000,0.000139,0.001233,4.749596
someone dressed,25.000000,0.000867,0.006115,4.378150
someone clowns,40.000000,0.001388,0.009131,2.122053
someone reported,3.000000,0.000104,0.000954,2.092095
someone wearing,7.000000,0.000243,0.002021,3.552497
someone mask,8.000000,0.000278,0.002273,3.652412
someone lure,4.000000,0.000139,0.001233,3.018857
someone saw,4.000000,0.000139,0.001233,2.918773
someone playing,3.000000,0.000104,0.000954,4.289319
someone gets,3.000000,0.000104,0.000954,4.694784
someone hurt,4.000000,0.000139,0.001233,4.353858
someone else,5.000000,0.000173,0.001502,4.340613
someone facebook,4.000000,0.000139,0.001233,3.300708
someone car,3.000000,0.000104,0.000954,3.596172
someone costume,6.000000,0.000208,0.001765,3.941013
scary clowns,84.000000,0.002914,0.017013,2.975216
scary red,5.000000,0.000173,0.001502,3.798965
scary mask,5.000000,0.000173,0.001502,3.293634
scary creepy,4.000000,0.000139,0.001233,2.136181
scary sightings,7.000000,0.000243,0.002021,2.660705
scary funny,3.000000,0.000104,0.000954,3.749957
curly wig,6.000000,0.000208,0.001765,8.214587
curly yellow,6.000000,0.000208,0.001765,8.907735
curly dotted,6.000000,0.000208,0.001765,9.313200
yellow dotted,6.000000,0.000208,0.001765,9.061885
yellow shirt,6.000000,0.000208,0.001765,7.857913
yellow blue,6.000000,0.000208,0.001765,7.963273
dotted clowns,5.000000,0.000173,0.001502,3.141201
dotted shirt,6.000000,0.000208,0.001765,8.263378
dotted blue,6.000000,0.000208,0.001765,8.368738
shirt clowns,5.000000,0.000173,0.001502,1.937228
shirt blue,6.000000,0.000208,0.001765,7.164765
shirt pants,6.000000,0.000208,0.001765,7.110698
blue clowns,10.000000,0.000347,0.002764,2.735736
blue pants,8.000000,0.000278,0.002273,7.503741
pants clowns,5.000000,0.000173,0.001502,1.988521
pants shoes,6.000000,0.000208,0.001765,6.970936
shoes red,6.000000,0.000208,0.001765,5.624916
shoes woods,4.000000,0.000139,0.001233,4.037639
shoes bushy,5.000000,0.000173,0.001502,7.653612
shoes hair,5.000000,0.000173,0.001502,5.821031
apartment clowns,6.000000,0.000208,0.001765,0.593493
apartment police,4.000000,0.000139,0.001233,1.562585
apartment people,3.000000,0.000104,0.000954,1.563057
apartment woods,3.000000,0.000104,0.000954,2.363663
apartment lure,3.000000,0.000104,0.000954,3.099735
apartment south,4.000000,0.000139,0.001233,3.256081
apartment complex,65.000000,0.002255,0.013743,6.542261
apartment greenville,13.000000,0.000451,0.003475,4.178307
apartment minutes,3.000000,0.000104,0.000954,4.657880
apartment fleetwood,3.000000,0.000104,0.000954,3.792882
apartment areas,4.000000,0.000139,0.001233,4.410044
apartment complexes,6.000000,0.000208,0.001765,6.737321
apartment doors,3.000000,0.000104,0.000954,5.438038
apartment buildings,3.000000,0.000104,0.000954,5.890023
complex reports,3.000000,0.000104,0.000954,2.201377
complex clowns,14.000000,0.000486,0.003706,1.593132
complex police,4.000000,0.000139,0.001233,1.714926
complex carolina,5.000000,0.000173,0.001502,3.488465
complex people,3.000000,0.000104,0.000954,1.715397
complex south,6.000000,0.000208,0.001765,3.813887
complex called,3.000000,0.000104,0.000954,3.413563
complex children,3.000000,0.000104,0.000954,2.301299
complex greenville,10.000000,0.000347,0.002764,4.068283
complex received,3.000000,0.000104,0.000954,3.324835
complex minutes,3.000000,0.000104,0.000954,4.810221
complex residents,4.000000,0.000139,0.001233,3.821609
complex warned,3.000000,0.000104,0.000954,4.656070
complex fleetwood,3.000000,0.000104,0.000954,3.945223
complex letter,4.000000,0.000139,0.001233,4.447315
officers clowns,18.000000,0.000624,0.004608,2.009202
officers area,7.000000,0.000243,0.002021,4.125130
officers called,4.000000,0.000139,0.001233,3.866001
officers unable,4.000000,0.000139,0.001233,6.243487
officers find,6.000000,0.000208,0.001765,4.489468
officers saw,3.000000,0.000104,0.000954,3.316748
officers responded,4.000000,0.000139,0.001233,5.039514
officers evidence,3.000000,0.000104,0.000954,4.391829
officers found,3.000000,0.000104,0.000954,3.547859
officers arrived,3.000000,0.000104,0.000954,5.513972
officers locate,6.000000,0.000208,0.001765,6.543592
officers patrol,3.000000,0.000104,0.000954,5.588080
unable find,4.000000,0.000139,0.001233,6.091471
unable evidence,4.000000,0.000139,0.001233,6.686980
find clowns,20.000000,0.000694,0.005046,1.962546
find creepy,3.000000,0.000104,0.000954,2.270914
find funny,3.000000,0.000104,0.000954,4.172372
find evidence,3.000000,0.000104,0.000954,4.239813
find suspicious,3.000000,0.000104,0.000954,3.857879
find humorous,3.000000,0.000104,0.000954,6.614719
find mimic,3.000000,0.000104,0.000954,6.902401
matching description,3.000000,0.000104,0.000954,8.774203
lives matter,19.000000,0.000659,0.004828,6.612697
lives scheduled,7.000000,0.000243,0.002021,7.056552
lives march,8.000000,0.000278,0.002273,6.459196
wife children,3.000000,0.000104,0.000954,4.272852
children school,7.000000,0.000243,0.002021,1.759143
children schools,5.000000,0.000173,0.001502,2.177626
children clowns,54.000000,0.001873,0.011765,1.625531
children seriously,3.000000,0.000104,0.000954,2.627696
children police,12.000000,0.000416,0.003241,1.496011
children approached,3.000000,0.000104,0.000954,4.185840
children reported,10.000000,0.000347,0.002764,2.499441
children chased,3.000000,0.000104,0.000954,2.738921
children bus,3.000000,0.000104,0.000954,3.412650
children forest,4.000000,0.000139,0.001233,4.319372
children carolina,3.000000,0.000104,0.000954,1.660112
children people,3.000000,0.000104,0.000954,0.397870
children woods,74.000000,0.002567,0.015313,4.403929
children lure,10.000000,0.000347,0.002764,3.138521
children south,4.000000,0.000139,0.001233,2.090894
children report,5.000000,0.000173,0.001502,2.276298
children seeing,5.000000,0.000173,0.001502,2.812125
children apartment,5.000000,0.000173,0.001502,2.659784
children officers,3.000000,0.000104,0.000954,2.466054
children saw,5.000000,0.000173,0.001502,2.345291
